Month,Branch_ID,Product_ID,Opening_Stock,Stock_Received,Units_Sold,Damaged_Units,Closing_Stock
2025-03-01,BR010,PROD082,164,140,0,0,304
2025-03-01,BR010,PROD083,192,0,0,0,192
2025-03-01,BR010,PROD084,212,0,2,1,209
2025-03-01,BR010,PROD085,73,0,0,0,73
2025-03-01,BR010,PROD086,133,6,0,0,139
2025-03-01,BR010,PROD087,157,0,0,0,157
2025-03-01,BR010,PROD088,90,3,4,0,89
2025-03-01,BR010,PROD089,465,0,0,2,463
2025-03-01,BR010,PROD090,125,0,0,0,125
2025-03-01,BR010,PROD091,447,0,0,0,447
2025-03-01,BR010,PROD092,134,0,1,0,133
2025-03-01,BR010,PROD093,76,0,1,0,75
2025-03-01,BR010,PROD094,155,0,2,0,153
2025-03-01,BR010,PROD095,192,0,0,1,191
2025-03-01,BR010,PROD096,210,42,1,0,251
2025-03-01,BR010,PROD097,248,0,0,1,247
2025-03-01,BR010,PROD098,108,0,2,1,105
2025-03-01,BR010,PROD099,69,0,0,0,69
2025-03-01,BR010,PROD100,251,0,3,0,248
2025-03-01,BR010,PROD101,92,9,6,0,95
2025-03-01,BR010,PROD102,159,0,1,0,158
2025-03-01,BR010,PROD103,98,0,0,0,98
2025-03-01,BR010,PROD104,135,0,3,0,132
2025-03-01,BR010,PROD105,159,20,5,3,171
2025-03-01,BR010,PROD106,162,26,0,0,188
2025-03-01,BR010,PROD107,127,79,1,1,204
2025-03-01,BR010,PROD108,186,0,0,2,184
2025-03-01,BR010,PROD109,190,0,0,0,190
2025-03-01,BR010,PROD110,302,0,0,0,302
2025-03-01,BR010,PROD111,71,22,0,0,93
2025-03-01,BR010,PROD112,111,0,0,0,111
2025-03-01,BR010,PROD113,65,0,0,0,65
2025-03-01,BR010,PROD114,148,0,5,0,143
2025-03-01,BR010,PROD115,203,0,8,0,195
2025-03-01,BR010,PROD116,135,0,2,0,133
2025-03-01,BR010,PROD117,119,29,0,1,147
2025-03-01,BR010,PROD118,310,0,0,0,310
2025-03-01,BR010,PROD119,38,27,3,3,59
2025-03-01,BR010,PROD120,448,0,0,0,448
2025-03-01,BR011,PROD001,85,0,0,0,85
2025-03-01,BR011,PROD002,164,0,2,0,162
2025-03-01,BR011,PROD003,457,0,0,0,457
2025-03-01,BR011,PROD004,62,0,0,0,62
2025-03-01,BR011,PROD005,62,30,0,2,90
2025-03-01,BR011,PROD006,451,0,0,1,450
2025-03-01,BR011,PROD007,205,0,0,0,205
2025-03-01,BR011,PROD008,387,0,5,0,382
2025-03-01,BR011,PROD009,193,0,2,1,190
2025-03-01,BR011,PROD010,263,0,0,0,263
2025-03-01,BR011,PROD011,112,1,0,0,113
2025-03-01,BR011,PROD012,165,6,8,0,163
2025-03-01,BR011,PROD013,105,0,0,0,105
2025-03-01,BR011,PROD014,125,21,0,1,145
2025-03-01,BR011,PROD015,105,0,5,0,100
2025-03-01,BR011,PROD016,156,0,0,0,156
2025-03-01,BR011,PROD017,265,31,0,0,296
2025-03-01,BR011,PROD018,85,19,0,2,102
2025-03-01,BR011,PROD019,112,41,0,0,153
2025-03-01,BR011,PROD020,313,0,0,0,313
2025-03-01,BR011,PROD021,240,0,0,0,240
2025-03-01,BR011,PROD022,192,56,1,1,246
2025-03-01,BR011,PROD023,113,0,0,0,113
2025-03-01,BR011,PROD024,104,22,0,0,126
2025-03-01,BR011,PROD025,82,14,0,0,96
2025-03-01,BR011,PROD026,56,8,2,1,61
2025-03-01,BR011,PROD027,123,56,2,0,177
2025-03-01,BR011,PROD028,453,0,3,0,450
2025-03-01,BR011,PROD029,119,7,0,0,126
2025-03-01,BR011,PROD030,103,0,2,0,101
2025-03-01,BR011,PROD031,60,0,0,0,60
2025-03-01,BR011,PROD032,464,0,0,0,464
2025-03-01,BR011,PROD033,91,0,6,2,83
2025-03-01,BR011,PROD034,254,0,6,0,248
2025-03-01,BR011,PROD035,114,5,0,0,119
2025-03-01,BR011,PROD036,66,0,0,0,66
2025-03-01,BR011,PROD037,77,0,2,0,75
2025-03-01,BR011,PROD038,303,0,0,0,303
2025-03-01,BR011,PROD039,298,0,0,0,298
2025-03-01,BR011,PROD040,146,41,1,0,186
2025-03-01,BR011,PROD041,71,0,1,0,70
2025-03-01,BR011,PROD042,308,0,0,0,308
2025-03-01,BR011,PROD043,205,40,8,2,235
2025-03-01,BR011,PROD044,72,4,0,0,76
2025-03-01,BR011,PROD045,91,7,11,0,87
2025-03-01,BR011,PROD046,52,5,0,0,57
2025-03-01,BR011,PROD047,155,0,5,0,150
2025-03-01,BR011,PROD048,80,5,0,0,85
2025-03-01,BR011,PROD049,107,39,6,0,140
2025-03-01,BR011,PROD050,104,0,0,0,104
2025-03-01,BR011,PROD051,119,0,0,0,119
2025-03-01,BR011,PROD052,187,0,0,0,187
2025-03-01,BR011,PROD053,300,12,0,0,312
2025-03-01,BR011,PROD054,157,92,0,1,248
2025-03-01,BR011,PROD055,189,0,0,0,189
2025-03-01,BR011,PROD056,383,0,0,0,383
2025-03-01,BR011,PROD057,156,0,6,0,150
2025-03-01,BR011,PROD058,146,0,4,2,140
2025-03-01,BR011,PROD059,68,0,0,0,68
2025-03-01,BR011,PROD060,446,0,2,0,444
2025-03-01,BR011,PROD061,321,54,1,0,374
2025-03-01,BR011,PROD062,304,10,0,0,314
2025-03-01,BR011,PROD063,311,0,0,0,311
2025-03-01,BR011,PROD064,53,3,0,0,56
2025-03-01,BR011,PROD065,92,0,12,0,80
2025-03-01,BR011,PROD066,106,0,0,0,106
2025-03-01,BR011,PROD067,101,0,1,0,100
2025-03-01,BR011,PROD068,136,0,0,1,135
2025-03-01,BR011,PROD069,86,7,0,0,93
2025-03-01,BR011,PROD070,298,90,0,0,388
2025-03-01,BR011,PROD071,182,0,0,0,182
2025-03-01,BR011,PROD072,297,0,0,1,296
2025-03-01,BR011,PROD073,118,0,3,0,115
2025-03-01,BR011,PROD074,52,14,8,0,58
2025-03-01,BR011,PROD075,451,0,1,0,450
2025-03-01,BR011,PROD076,149,42,0,0,191
2025-03-01,BR011,PROD077,105,0,0,0,105
2025-03-01,BR011,PROD078,59,0,0,0,59
2025-03-01,BR011,PROD079,76,0,0,0,76
2025-03-01,BR011,PROD080,57,0,0,0,57
2025-03-01,BR011,PROD081,112,0,0,0,112
2025-03-01,BR011,PROD082,207,51,3,1,254
2025-03-01,BR011,PROD083,133,23,2,0,154
2025-03-01,BR011,PROD084,241,0,0,0,241
2025-03-01,BR011,PROD085,56,0,0,0,56
2025-03-01,BR011,PROD086,151,0,0,1,150
2025-03-01,BR011,PROD087,100,59,1,0,158
2025-03-01,BR011,PROD088,78,0,1,0,77
2025-03-01,BR011,PROD089,453,0,1,0,452
2025-03-01,BR011,PROD090,161,30,0,0,191
2025-03-01,BR011,PROD091,301,14,5,0,310
2025-03-01,BR011,PROD092,130,0,0,0,130
2025-03-01,BR011,PROD093,76,24,4,0,96
2025-03-01,BR011,PROD094,150,0,0,0,150
2025-03-01,BR011,PROD095,195,0,1,0,194
2025-03-01,BR011,PROD096,208,38,0,0,246
2025-03-01,BR011,PROD097,155,87,0,1,241
2025-03-01,BR011,PROD098,110,0,4,0,106
2025-03-01,BR011,PROD099,59,15,2,0,72
2025-03-01,BR011,PROD100,213,30,0,0,243
2025-03-01,BR011,PROD101,133,0,0,0,133
2025-03-01,BR011,PROD102,161,0,4,0,157
2025-03-01,BR011,PROD103,69,17,0,0,86
2025-03-01,BR011,PROD104,129,0,2,0,127
2025-03-01,BR011,PROD105,248,0,5,1,242
2025-03-01,BR011,PROD106,192,0,1,0,191
2025-03-01,BR011,PROD107,255,0,4,0,251
2025-03-01,BR011,PROD108,125,23,3,0,145
2025-03-01,BR011,PROD109,185,5,0,0,190
2025-03-01,BR011,PROD110,252,0,1,0,251
2025-03-01,BR011,PROD111,103,0,2,0,101
2025-03-01,BR011,PROD112,120,0,0,0,120
2025-03-01,BR011,PROD113,46,0,0,0,46
2025-03-01,BR011,PROD114,115,37,7,0,145
2025-03-01,BR011,PROD115,307,0,10,0,297
2025-03-01,BR011,PROD116,125,0,1,0,124
2025-03-01,BR011,PROD117,158,0,0,0,158
2025-03-01,BR011,PROD118,314,0,0,1,313
2025-03-01,BR011,PROD119,55,6,0,0,61
2025-03-01,BR011,PROD120,385,0,0,0,385
2025-03-01,BR012,PROD001,61,27,2,0,86
2025-03-01,BR012,PROD002,149,0,0,1,148
2025-03-01,BR012,PROD003,370,0,0,0,370
2025-03-01,BR012,PROD004,59,0,6,0,53
2025-03-01,BR012,PROD005,89,0,0,0,89
2025-03-01,BR012,PROD006,452,0,10,0,442
2025-03-01,BR012,PROD007,198,56,0,0,254
2025-03-01,BR012,PROD008,308,78,5,0,381
2025-03-01,BR012,PROD009,145,0,0,0,145
2025-03-01,BR012,PROD010,246,0,0,0,246
2025-03-01,BR012,PROD011,115,0,0,0,115
2025-03-01,BR012,PROD012,299,16,1,0,314
2025-03-01,BR012,PROD013,95,0,6,0,89
2025-03-01,BR012,PROD014,140,0,0,0,140
2025-03-01,BR012,PROD015,84,0,0,0,84
2025-03-01,BR012,PROD016,122,0,0,0,122
2025-03-01,BR012,PROD017,159,3,0,0,162
2025-03-01,BR012,PROD018,127,4,6,0,125
2025-03-01,BR012,PROD019,162,0,7,0,155
2025-03-01,BR012,PROD020,249,52,1,0,300
2025-03-01,BR012,PROD021,305,0,0,0,305
2025-03-01,BR012,PROD022,162,15,4,2,171
2025-03-01,BR012,PROD023,162,0,2,0,160
2025-03-01,BR012,PROD024,147,1,0,0,148
2025-03-01,BR012,PROD025,97,0,0,0,97
2025-03-01,BR012,PROD026,58,1,0,0,59
2025-03-01,BR012,PROD027,190,0,0,1,189
2025-03-01,BR012,PROD028,275,38,0,0,313
2025-03-01,BR012,PROD029,117,0,1,0,116
2025-03-01,BR012,PROD030,103,0,0,0,103
2025-03-01,BR012,PROD031,64,6,0,0,70
2025-03-01,BR012,PROD032,335,0,0,0,335
2025-03-01,BR012,PROD033,86,0,4,0,82
2025-03-01,BR012,PROD034,241,0,1,0,240
2025-03-01,BR012,PROD035,115,0,0,0,115
2025-03-01,BR012,PROD036,60,0,3,1,56
2025-03-01,BR012,PROD037,56,14,0,0,70
2025-03-01,BR012,PROD038,207,50,0,0,257
2025-03-01,BR012,PROD039,210,0,0,0,210
2025-03-01,BR012,PROD040,135,0,0,0,135
2025-03-01,BR012,PROD041,63,0,0,0,63
2025-03-01,BR012,PROD042,451,0,3,0,448
2025-03-01,BR012,PROD043,244,1,3,0,242
2025-03-01,BR012,PROD044,69,37,0,1,105
2025-03-01,BR012,PROD045,126,0,0,0,126
2025-03-01,BR012,PROD046,94,0,0,1,93
2025-03-01,BR012,PROD047,182,0,0,0,182
2025-03-01,BR012,PROD048,85,0,0,0,85
2025-03-01,BR012,PROD049,129,0,0,0,129
2025-03-01,BR012,PROD050,67,19,0,0,86
2025-03-01,BR012,PROD051,132,0,0,0,132
2025-03-01,BR012,PROD052,194,0,0,0,194
2025-03-01,BR012,PROD053,208,47,0,0,255
2025-03-01,BR012,PROD054,206,0,0,0,206
2025-03-01,BR012,PROD055,165,0,0,0,165
2025-03-01,BR012,PROD056,455,0,0,0,455
2025-03-01,BR012,PROD057,107,0,5,0,102
2025-03-01,BR012,PROD058,114,4,6,0,112
2025-03-01,BR012,PROD059,43,11,1,0,53
2025-03-01,BR012,PROD060,374,80,0,0,454
2025-03-01,BR012,PROD061,448,0,0,0,448
2025-03-01,BR012,PROD062,295,85,0,0,380
2025-03-01,BR012,PROD063,210,104,0,0,314
2025-03-01,BR012,PROD064,71,0,0,0,71
2025-03-01,BR012,PROD065,124,8,1,0,131
2025-03-01,BR012,PROD066,100,0,0,0,100
2025-03-01,BR012,PROD067,147,0,4,0,143
2025-03-01,BR012,PROD068,154,0,0,0,154
2025-03-01,BR012,PROD069,130,0,0,0,130
2025-03-01,BR012,PROD070,462,0,4,0,458
2025-03-01,BR012,PROD071,190,0,0,0,190
2025-03-01,BR012,PROD072,250,0,0,0,250
2025-03-01,BR012,PROD073,156,0,0,0,156
2025-03-01,BR012,PROD074,55,0,0,0,55
2025-03-01,BR012,PROD075,384,0,6,0,378
2025-03-01,BR012,PROD076,182,0,0,0,182
2025-03-01,BR012,PROD077,91,0,2,0,89
2025-03-01,BR012,PROD078,61,0,0,0,61
2025-03-01,BR012,PROD079,100,4,3,0,101
2025-03-01,BR012,PROD080,69,0,0,0,69
2025-03-01,BR012,PROD081,107,0,6,0,101
2025-03-01,BR012,PROD082,232,0,0,1,231
2025-03-01,BR012,PROD083,191,0,0,0,191
2025-03-01,BR012,PROD084,165,42,1,0,206
2025-03-01,BR012,PROD085,56,0,10,0,46
2025-03-01,BR012,PROD086,158,9,6,0,161
2025-03-01,BR012,PROD087,152,0,0,0,152
2025-03-01,BR012,PROD088,86,10,0,0,96
2025-03-01,BR012,PROD089,292,161,4,0,449
2025-03-01,BR012,PROD090,150,34,0,0,184
2025-03-01,BR012,PROD091,304,0,0,3,301
2025-03-01,BR012,PROD092,139,0,0,0,139
2025-03-01,BR012,PROD093,96,0,0,0,96
2025-03-01,BR012,PROD094,161,0,2,0,159
2025-03-01,BR012,PROD095,203,50,1,0,252
2025-03-01,BR012,PROD096,199,0,0,0,199
2025-03-01,BR012,PROD097,233,0,3,0,230
2025-03-01,BR012,PROD098,78,47,1,0,124
2025-03-01,BR012,PROD099,67,0,4,3,60
2025-03-01,BR012,PROD100,168,80,0,0,248
2025-03-01,BR012,PROD101,130,0,0,0,130
2025-03-01,BR012,PROD102,101,0,0,0,101
2025-03-01,BR012,PROD103,85,0,3,0,82
2025-03-01,BR012,PROD104,106,0,0,0,106
2025-03-01,BR012,PROD105,196,51,0,0,247
2025-03-01,BR012,PROD106,191,1,2,0,190
2025-03-01,BR012,PROD107,196,0,8,0,188
2025-03-01,BR012,PROD108,191,3,0,0,194
2025-03-01,BR012,PROD109,180,0,1,0,179
2025-03-01,BR012,PROD110,296,0,0,1,295
2025-03-01,BR012,PROD111,98,0,0,0,98
2025-03-01,BR012,PROD112,115,0,0,0,115
2025-03-01,BR012,PROD113,55,0,0,0,55
2025-03-01,BR012,PROD114,161,0,9,0,152
2025-03-01,BR012,PROD115,214,84,0,0,298
2025-03-01,BR012,PROD116,130,0,0,0,130
2025-03-01,BR012,PROD117,148,0,0,0,148
2025-03-01,BR012,PROD118,310,0,0,0,310
2025-03-01,BR012,PROD119,61,3,0,0,64
2025-03-01,BR012,PROD120,238,0,0,0,238
2025-04-01,BR001,PROD001,62,33,3,2,90
2025-04-01,BR001,PROD002,135,0,10,0,125
2025-04-01,BR001,PROD003,461,0,9,0,452
2025-04-01,BR001,PROD004,52,2,1,0,53
2025-04-01,BR001,PROD005,88,0,0,0,88
2025-04-01,BR001,PROD006,375,0,1,0,374
2025-04-01,BR001,PROD007,165,0,6,0,159
2025-04-01,BR001,PROD008,449,0,2,0,447
2025-04-01,BR001,PROD009,144,0,0,0,144
2025-04-01,BR001,PROD010,296,3,0,0,299
2025-04-01,BR001,PROD011,115,14,2,0,127
2025-04-01,BR001,PROD012,295,0,2,0,293
2025-04-01,BR001,PROD013,75,29,0,0,104
2025-04-01,BR001,PROD014,154,0,8,0,146
2025-04-01,BR001,PROD015,80,0,3,0,77
2025-04-01,BR001,PROD016,135,0,0,0,135
2025-04-01,BR001,PROD017,306,0,0,2,304
2025-04-01,BR001,PROD018,125,0,2,0,123
2025-04-01,BR001,PROD019,141,19,8,2,150
2025-04-01,BR001,PROD020,308,0,0,0,308
2025-04-01,BR001,PROD021,197,98,0,0,295
2025-04-01,BR001,PROD022,253,0,0,0,253
2025-04-01,BR001,PROD023,124,0,1,0,123
2025-04-01,BR001,PROD024,132,0,0,0,132
2025-04-01,BR001,PROD025,96,0,5,0,91
2025-04-01,BR001,PROD026,45,0,1,0,44
2025-04-01,BR001,PROD027,184,0,3,0,181
2025-04-01,BR001,PROD028,458,2,0,0,460
2025-04-01,BR001,PROD029,133,0,6,2,125
2025-04-01,BR001,PROD030,80,22,10,0,92
2025-04-01,BR001,PROD031,50,8,2,0,56
2025-04-01,BR001,PROD032,313,1,1,2,311
2025-04-01,BR001,PROD033,83,0,0,0,83
2025-04-01,BR001,PROD034,198,0,1,0,197
2025-04-01,BR001,PROD035,99,0,16,0,83
2025-04-01,BR001,PROD036,71,0,0,0,71
2025-04-01,BR001,PROD037,88,0,1,0,87
2025-04-01,BR001,PROD038,199,11,2,0,208
2025-04-01,BR001,PROD039,177,69,1,0,245
2025-04-01,BR001,PROD040,184,0,0,0,184
2025-04-01,BR001,PROD041,59,0,3,0,56
2025-04-01,BR001,PROD042,449,0,4,0,445
2025-04-01,BR001,PROD043,227,25,0,0,252
2025-04-01,BR001,PROD044,99,0,0,0,99
2025-04-01,BR001,PROD045,114,0,4,0,110
2025-04-01,BR001,PROD046,89,0,0,0,89
2025-04-01,BR001,PROD047,175,0,6,0,169
2025-04-01,BR001,PROD048,94,0,3,0,91
2025-04-01,BR001,PROD049,81,90,25,0,146
2025-04-01,BR001,PROD050,47,1,0,0,48
2025-04-01,BR001,PROD051,113,0,0,0,113
2025-04-01,BR001,PROD052,158,0,4,0,154
2025-04-01,BR001,PROD053,253,0,0,0,253
2025-04-01,BR001,PROD054,203,46,0,0,249
2025-04-01,BR001,PROD055,189,0,6,0,183
2025-04-01,BR001,PROD056,459,2,0,0,461
2025-04-01,BR001,PROD057,159,6,1,0,164
2025-04-01,BR001,PROD058,146,0,3,0,143
2025-04-01,BR001,PROD059,60,0,2,0,58
2025-04-01,BR001,PROD060,450,0,1,0,449
2025-04-01,BR001,PROD061,455,0,4,0,451
2025-04-01,BR001,PROD062,451,0,4,0,447
2025-04-01,BR001,PROD063,302,0,0,2,300
2025-04-01,BR001,PROD064,44,17,0,0,61
2025-04-01,BR001,PROD065,106,11,4,0,113
2025-04-01,BR001,PROD066,127,0,1,0,126
2025-04-01,BR001,PROD067,124,14,8,1,129
2025-04-01,BR001,PROD068,145,11,2,0,154
2025-04-01,BR001,PROD069,95,0,1,1,93
2025-04-01,BR001,PROD070,454,0,0,0,454
2025-04-01,BR001,PROD071,135,25,4,0,156
2025-04-01,BR001,PROD072,237,82,5,0,314
2025-04-01,BR001,PROD073,163,0,0,0,163
2025-04-01,BR001,PROD074,63,0,9,0,54
2025-04-01,BR001,PROD075,451,0,4,0,447
2025-04-01,BR001,PROD076,185,0,2,0,183
2025-04-01,BR001,PROD077,126,0,2,0,124
2025-04-01,BR001,PROD078,62,0,2,0,60
2025-04-01,BR001,PROD079,90,0,3,0,87
2025-04-01,BR001,PROD080,49,13,3,0,59
2025-04-01,BR001,PROD081,107,1,0,0,108
2025-04-01,BR001,PROD082,311,0,4,0,307
2025-04-01,BR001,PROD083,137,0,8,1,128
2025-04-01,BR001,PROD084,157,0,0,0,157
2025-04-01,BR001,PROD085,52,0,0,0,52
2025-04-01,BR001,PROD086,164,0,0,1,163
2025-04-01,BR001,PROD087,152,0,3,2,147
2025-04-01,BR001,PROD088,92,0,6,0,86
2025-04-01,BR001,PROD089,451,0,0,0,451
2025-04-01,BR001,PROD090,190,0,0,0,190
2025-04-01,BR001,PROD091,454,0,5,0,449
2025-04-01,BR001,PROD092,136,0,0,0,136
2025-04-01,BR001,PROD093,83,0,1,0,82
2025-04-01,BR001,PROD094,153,0,1,0,152
2025-04-01,BR001,PROD095,235,0,0,0,235
2025-04-01,BR001,PROD096,209,0,5,0,204
2025-04-01,BR001,PROD097,164,49,17,0,196
2025-04-01,BR001,PROD098,97,23,5,0,115
2025-04-01,BR001,PROD099,57,0,4,2,51
2025-04-01,BR001,PROD100,190,0,2,0,188
2025-04-01,BR001,PROD101,120,10,5,0,125
2025-04-01,BR001,PROD102,157,0,2,0,155
2025-04-01,BR001,PROD103,78,0,0,0,78
2025-04-01,BR001,PROD104,129,0,1,0,128
2025-04-01,BR001,PROD105,198,0,0,1,197
2025-04-01,BR001,PROD106,159,0,6,0,153
2025-04-01,BR001,PROD107,210,5,1,0,214
2025-04-01,BR001,PROD108,185,0,2,1,182
2025-04-01,BR001,PROD109,160,0,0,0,160
2025-04-01,BR001,PROD110,300,0,2,1,297
2025-04-01,BR001,PROD111,100,0,1,0,99
2025-04-01,BR001,PROD112,99,0,0,0,99
2025-04-01,BR001,PROD113,59,0,2,1,56
2025-04-01,BR001,PROD114,129,0,2,0,127
2025-04-01,BR001,PROD115,249,0,2,0,247
2025-04-01,BR001,PROD116,114,0,0,0,114
2025-04-01,BR001,PROD117,137,0,0,0,137
2025-04-01,BR001,PROD118,306,12,8,0,310
2025-04-01,BR001,PROD119,70,0,0,3,67
2025-04-01,BR001,PROD120,465,0,1,0,464
2025-04-01,BR002,PROD001,83,13,0,3,93
2025-04-01,BR002,PROD002,145,0,5,0,140
2025-04-01,BR002,PROD003,377,7,12,0,372
2025-04-01,BR002,PROD004,74,0,2,1,71
2025-04-01,BR002,PROD005,85,1,0,0,86
2025-04-01,BR002,PROD006,446,19,0,0,465
2025-04-01,BR002,PROD007,253,0,3,0,250
2025-04-01,BR002,PROD008,457,0,10,0,447
2025-04-01,BR002,PROD009,161,3,5,0,159
2025-04-01,BR002,PROD010,258,3,4,2,255
2025-04-01,BR002,PROD011,132,0,0,0,132
2025-04-01,BR002,PROD012,296,0,0,0,296
2025-04-01,BR002,PROD013,97,0,0,1,96
2025-04-01,BR002,PROD014,155,0,0,0,155
2025-04-01,BR002,PROD015,81,0,0,0,81
2025-04-01,BR002,PROD016,163,0,0,0,163
2025-04-01,BR002,PROD017,310,0,4,0,306
2025-04-01,BR002,PROD018,123,0,3,0,120
2025-04-01,BR002,PROD019,151,0,0,0,151
2025-04-01,BR002,PROD020,298,0,0,0,298
2025-04-01,BR002,PROD021,307,0,0,2,305
2025-04-01,BR002,PROD022,253,0,0,0,253
2025-04-01,BR002,PROD023,165,0,0,0,165
2025-04-01,BR002,PROD024,195,0,0,0,195
2025-04-01,BR002,PROD025,87,0,10,0,77
2025-04-01,BR002,PROD026,63,8,7,0,64
2025-04-01,BR002,PROD027,177,20,2,0,195
2025-04-01,BR002,PROD028,455,0,1,0,454
2025-04-01,BR002,PROD029,110,0,7,0,103
2025-04-01,BR002,PROD030,72,22,4,0,90
2025-04-01,BR002,PROD031,62,0,2,1,59
2025-04-01,BR002,PROD032,442,0,1,0,441
2025-04-01,BR002,PROD033,86,12,0,0,98
2025-04-01,BR002,PROD034,239,0,1,0,238
2025-04-01,BR002,PROD035,116,0,1,0,115
2025-04-01,BR002,PROD036,57,16,0,0,73
2025-04-01,BR002,PROD037,101,0,0,0,101
2025-04-01,BR002,PROD038,293,21,0,0,314
2025-04-01,BR002,PROD039,306,0,0,1,305
2025-04-01,BR002,PROD040,116,12,0,0,128
2025-04-01,BR002,PROD041,50,0,4,0,46
2025-04-01,BR002,PROD042,449,0,6,2,441
2025-04-01,BR002,PROD043,213,0,3,0,210
2025-04-01,BR002,PROD044,87,0,5,0,82
2025-04-01,BR002,PROD045,130,0,0,0,130
2025-04-01,BR002,PROD046,60,0,0,0,60
2025-04-01,BR002,PROD047,194,2,3,0,193
2025-04-01,BR002,PROD048,68,12,1,0,79
2025-04-01,BR002,PROD049,97,18,8,0,107
2025-04-01,BR002,PROD050,74,0,0,0,74
2025-04-01,BR002,PROD051,71,1,0,0,72
2025-04-01,BR002,PROD052,150,0,0,0,150
2025-04-01,BR002,PROD053,260,0,0,0,260
2025-04-01,BR002,PROD054,174,73,4,0,243
2025-04-01,BR002,PROD055,121,8,0,0,129
2025-04-01,BR002,PROD056,444,0,0,0,444
2025-04-01,BR002,PROD057,129,0,0,0,129
2025-04-01,BR002,PROD058,164,0,5,0,159
2025-04-01,BR002,PROD059,57,22,5,0,74
2025-04-01,BR002,PROD060,381,0,0,0,381
2025-04-01,BR002,PROD061,260,120,0,0,380
2025-04-01,BR002,PROD062,305,1,2,0,304
2025-04-01,BR002,PROD063,315,0,1,0,314
2025-04-01,BR002,PROD064,62,0,2,0,60
2025-04-01,BR002,PROD065,111,14,3,0,122
2025-04-01,BR002,PROD066,123,0,4,1,118
2025-04-01,BR002,PROD067,92,0,4,0,88
2025-04-01,BR002,PROD068,135,4,0,0,139
2025-04-01,BR002,PROD069,115,15,4,0,126
2025-04-01,BR002,PROD070,465,0,4,0,461
2025-04-01,BR002,PROD071,189,0,0,0,189
2025-04-01,BR002,PROD072,312,0,1,0,311
2025-04-01,BR002,PROD073,137,17,0,0,154
2025-04-01,BR002,PROD074,57,0,0,1,56
2025-04-01,BR002,PROD075,371,0,2,0,369
2025-04-01,BR002,PROD076,159,0,0,0,159
2025-04-01,BR002,PROD077,105,0,0,0,105
2025-04-01,BR002,PROD078,52,0,0,0,52
2025-04-01,BR002,PROD079,100,0,7,1,92
2025-04-01,BR002,PROD080,59,1,0,0,60
2025-04-01,BR002,PROD081,132,0,6,0,126
2025-04-01,BR002,PROD082,294,0,8,0,286
2025-04-01,BR002,PROD083,189,0,2,0,187
2025-04-01,BR002,PROD084,244,0,0,0,244
2025-04-01,BR002,PROD085,56,0,5,0,51
2025-04-01,BR002,PROD086,147,2,0,0,149
2025-04-01,BR002,PROD087,144,0,0,0,144
2025-04-01,BR002,PROD088,101,0,2,0,99
2025-04-01,BR002,PROD089,377,0,2,0,375
2025-04-01,BR002,PROD090,187,18,12,0,193
2025-04-01,BR002,PROD091,376,0,1,1,374
2025-04-01,BR002,PROD092,164,0,0,0,164
2025-04-01,BR002,PROD093,93,0,1,0,92
2025-04-01,BR002,PROD094,142,0,0,0,142
2025-04-01,BR002,PROD095,245,0,5,0,240
2025-04-01,BR002,PROD096,242,0,0,0,242
2025-04-01,BR002,PROD097,250,6,3,0,253
2025-04-01,BR002,PROD098,84,0,0,0,84
2025-04-01,BR002,PROD099,67,3,1,0,69
2025-04-01,BR002,PROD100,209,0,0,0,209
2025-04-01,BR002,PROD101,119,0,0,0,119
2025-04-01,BR002,PROD102,150,0,0,0,150
2025-04-01,BR002,PROD103,72,9,0,0,81
2025-04-01,BR002,PROD104,101,7,1,1,106
2025-04-01,BR002,PROD105,240,0,4,0,236
2025-04-01,BR002,PROD106,195,0,4,0,191
2025-04-01,BR002,PROD107,158,0,0,0,158
2025-04-01,BR002,PROD108,190,0,2,0,188
2025-04-01,BR002,PROD109,181,2,0,0,183
2025-04-01,BR002,PROD110,301,0,0,0,301
2025-04-01,BR002,PROD111,100,0,0,0,100
2025-04-01,BR002,PROD112,113,0,0,0,113
2025-04-01,BR002,PROD113,51,0,3,0,48
2025-04-01,BR002,PROD114,146,0,0,0,146
2025-04-01,BR002,PROD115,295,0,0,0,295
2025-04-01,BR002,PROD116,125,0,1,0,124
2025-04-01,BR002,PROD117,96,52,3,0,145
2025-04-01,BR002,PROD118,302,12,0,1,313
2025-04-01,BR002,PROD119,53,7,8,0,52
2025-04-01,BR002,PROD120,450,7,0,0,457
2025-04-01,BR003,PROD001,66,0,2,0,64
2025-04-01,BR003,PROD002,165,0,1,0,164
2025-04-01,BR003,PROD003,379,0,8,0,371
2025-04-01,BR003,PROD004,60,0,0,0,60
2025-04-01,BR003,PROD005,95,0,0,0,95
2025-04-01,BR003,PROD006,383,0,0,0,383
2025-04-01,BR003,PROD007,250,0,0,0,250
2025-04-01,BR003,PROD008,459,0,0,0,459
2025-04-01,BR003,PROD009,125,1,2,0,124
2025-04-01,BR003,PROD010,234,14,3,0,245
2025-04-01,BR003,PROD011,126,20,12,1,133
2025-04-01,BR003,PROD012,239,0,2,0,237
2025-04-01,BR003,PROD013,72,21,4,0,89
2025-04-01,BR003,PROD014,101,19,0,0,120
2025-04-01,BR003,PROD015,69,16,5,0,80
2025-04-01,BR003,PROD016,119,0,0,0,119
2025-04-01,BR003,PROD017,301,11,0,0,312
