Transaction_ID,Transaction_Date,Transaction_Time,Branch_ID,Customer_ID,Product_ID,Quantity,Unit_Price_KES,Discount_Percent,VAT_Percent,Payment_Method,Mpesa_Reference,Sales_Channel,Salesperson_ID,Delivery_Fee_KES,Order_Status
TXN004340,2025-07-27,11:11:46,BR001,CUST00579,PROD075,1,326.39,0,0.16,M-Pesa,D8BI60DHJ2,Physical Store,EMP049,0,Cancelled
TXN004341,2025-10-01,13:17:21,BR002,CUST02949,PROD116,3,239.13,0.05,0.16,Cash,,Physical Store,EMP038,0,Completed
TXN004342,2025-04-17,08:44:56,BR005,CUST00558,PROD099,10,335.25,0.05,0.16,M-Pesa,08LS344MM2,Physical Store,EMP017,0,Completed
TXN004343,2025-08-10,08:13:07,BR008,CUST00903,PROD082,3,222.17,0.05,0.16,Cash,,Physical Store,EMP008,0,Completed
TXN004344,2025-07-24,19:11:46,BR009,CUST01955,PROD049,5,545.12,0,0.16,M-Pesa,QZ9EHEORQR,Physical Store,EMP033,0,Completed
TXN004345,2025-04-09,15:45:06,BR005,CUST00537,PROD021,3,4935.61,0.05,0.16,M-Pesa,CQJ4J1WNFK,Physical Store,EMP053,0,Completed
TXN004346,2025-08-12,15:56:26,BR005,CUST01726,PROD091,4,262.1,0,0.16,Card,,Online,EMP041,200,Completed
TXN004347,2025-10-12,09:40:53,BR008,CUST01338,PROD060,2,405.7,0.15,0.16,Cash,,Physical Store,EMP032,0,Completed
TXN004348,2026-08-11,14:59:09,BR004,CUST02230,PROD119,3,2607.74,0,0.16,Cash,,Physical Store,EMP004,0,Completed
TXN004349,2026-01-26,17:30:10,BR010,CUST02437,PROD086,1,251.05,0.05,0.16,M-Pesa,NAXNSIYP93,Physical Store,EMP022,0,Completed
TXN004350,2025-04-16,13:35:19,BR002,CUST00341,PROD003,6,226.4,0,0.16,M-Pesa,R6ELXSZZZB,Physical Store,EMP038,0,Completed
TXN004351,2025-03-16,15:38:12,BR010,CUST00705,PROD101,8,2893.55,0,0.16,M-Pesa,8BFIKY2Z7M,Physical Store,EMP022,0,Cancelled
TXN004352,2025-08-05,19:59:36,BR006,CUST00301,PROD105,1,332.09,0,0.16,Cash,,Online,EMP006,150,Completed
TXN004353,2025-02-27,09:27:14,BR006,CUST00983,PROD046,2,97.12,0.05,0.16,M-Pesa,L5C1JE2Q9M,Physical Store,EMP054,0,Completed
TXN004354,2026-06-11,15:51:40,BR003,CUST02159,PROD078,4,125.87,0.05,0.16,M-Pesa,H3PEAIQUBK,Physical Store,EMP039,0,Completed
TXN004355,2025-09-03,12:50:24,BR008,CUST01044,PROD055,1,1602.1,0.05,0.16,M-Pesa,PVK06OVTV7,Physical Store,EMP032,0,Completed
TXN004356,2025-06-25,09:48:27,BR008,CUST02144,PROD092,2,296.98,0,0.16,M-Pesa,3LVYF3SUN8,Physical Store,EMP008,0,Completed
TXN004357,2025-07-12,19:18:48,BR003,CUST00961,PROD055,3,1596.88,0,0.16,M-Pesa,FUEWN9DSJ1,Physical Store,EMP027,0,Completed
TXN004358,2025-04-27,13:30:45,BR008,CUST00604,PROD041,1,295.05,0,0.16,Bank Transfer,,Online,EMP008,250,Completed
TXN004359,2026-08-23,09:01:00,BR001,CUST02228,PROD070,1,511.19,0.15,0.16,M-Pesa,ZTABH6ZH9R,Online,EMP001,300,Completed
TXN004360,2026-04-07,13:41:05,BR012,CUST01740,PROD044,10,325.97,0,0.16,M-Pesa,01TMC0ZLNF,Physical Store,EMP048,0,Completed
TXN004361,2025-09-22,11:55:01,BR002,CUST01292,PROD027,1,225.42,0,0.16,M-Pesa,Z1U2QOAFOU,Physical Store,EMP026,0,Completed
TXN004362,2025-04-06,16:47:43,BR003,CUST00386,PROD034,1,139.47,0,0.16,M-Pesa,Y0WYYK2459,WhatsApp Order,EMP027,300,Completed
TXN004363,2025-10-14,09:58:29,BR004,CUST02161,PROD082,1,226.17,0,0.16,Card,,Online,EMP052,400,Completed
TXN004364,2025-01-18,09:32:10,BR011,CUST00781,PROD098,4,147.12,0.1,0.16,M-Pesa,P58WD6JABK,Physical Store,EMP059,0,Cancelled
TXN004365,2025-05-22,11:05:21,BR011,CUST01056,PROD030,1,95.16,0.1,0.16,M-Pesa,NK9YWQXYKM,Physical Store,EMP035,0,Completed
TXN004366,2025-12-27,11:42:03,BR002,CUST02174,PROD028,2,412.83,0,0.16,M-Pesa,HN5NZYVDJ6,Online,EMP002,0,Cancelled
TXN004367,2025-10-30,20:31:16,BR003,CUST01776,PROD049,3,542.44,0,0.16,M-Pesa,5EGG99GLMX,Physical Store,EMP003,0,Completed
TXN004368,2026-01-30,19:36:02,BR012,CUST00489,PROD102,5,485.25,0.1,0.16,Card,,WhatsApp Order,EMP036,150,Completed
TXN004369,2025-04-12,09:16:16,BR002,CUST02112,PROD010,2,314.56,0,0.16,Card,,Physical Store,EMP002,0,Completed
TXN004370,2025-12-17,16:43:44,BR001,CUST00220,PROD018,4,246.02,0.05,0.16,M-Pesa,YCFWG09Z33,Physical Store,EMP049,0,Completed
TXN004371,2026-05-20,09:29:56,BR001,CUST01536,PROD102,3,487.28,0.15,0.16,M-Pesa,TPUGG79DOV,Physical Store,EMP037,0,Completed
TXN004372,2025-12-27,11:02:18,BR012,CUST00710,PROD062,2,104.79,0,0.16,M-Pesa,YPBYTOH6NZ,Physical Store,EMP012,0,Completed
TXN004373,2025-04-10,12:23:14,BR001,CUST01076,PROD097,3,126.51,0.1,0.16,Cash,,Physical Store,EMP049,0,Completed
TXN004374,2026-07-31,14:12:10,BR002,CUST01284,PROD110,2,69.38,0.1,0.16,M-Pesa,EUG2IDPDAC,Physical Store,EMP050,0,Completed
TXN004375,2026-03-30,11:01:25,BR003,CUST01424,PROD046,1,98.96,0,0.16,M-Pesa,N4L3ZSIU5R,Physical Store,EMP003,0,Completed
TXN004376,2026-08-25,20:45:05,BR009,CUST00149,PROD086,1,256.27,0.15,0.16,M-Pesa,EN1IJERTV1,Physical Store,EMP009,0,Completed
TXN004377,2026-08-23,10:25:48,BR006,CUST02264,PROD032,1,2296.9,0.05,0.16,M-Pesa,WBQ7GPVY6Y,Online,EMP018,200,Completed
TXN004378,2025-10-07,20:28:58,BR005,CUST01957,PROD084,2,97.9,0.1,0.16,Cash,,WhatsApp Order,EMP053,150,Completed
TXN004379,2025-01-21,12:01:09,BR003,CUST01535,PROD111,3,608.38,0.05,0.16,Bank Transfer,,Physical Store,EMP003,0,Completed
TXN004380,2025-05-07,20:07:31,BR001,CUST02528,PROD041,4,294.55,0.1,0.16,M-Pesa,KZXO06VCUU,Physical Store,EMP037,0,Completed
TXN004381,2025-08-29,17:23:04,BR008,CUST02339,PROD002,1,188.27,0.05,0.16,M-Pesa,EQ2J5NHC47,WhatsApp Order,EMP056,150,Completed
TXN004382,2025-12-20,12:34:44,BR004,CUST02613,PROD054,2,221.01,0,0.16,M-Pesa,A70U88TSMF,Physical Store,EMP028,0,Completed
TXN004383,2026-06-06,17:28:39,BR002,CUST02598,PROD016,1,666.67,0.05,0.16,M-Pesa,LUFWECMWX9,Online,EMP014,400,Completed
TXN004384,2025-03-08,13:15:50,BR008,CUST00460,PROD033,3,163.89,0.05,0.16,Card,,Physical Store,EMP044,0,Cancelled
TXN004385,2025-08-23,11:36:53,BR012,CUST01286,PROD050,2,142.47,0.15,0.16,M-Pesa,09N0ZRUIPZ,Online,EMP036,300,Completed
TXN004386,2025-01-26,15:15:18,BR012,CUST02584,PROD115,4,167.05,0.05,0.16,M-Pesa,UVAK3CY8I7,Physical Store,EMP036,0,Completed
TXN004387,2026-07-12,17:58:41,BR006,CUST00659,PROD051,1,226.09,0,0.16,M-Pesa,I2FOS0HFNG,WhatsApp Order,EMP042,300,Completed
TXN004388,2025-06-02,12:58:00,BR005,CUST01680,PROD111,3,623.81,0.05,0.16,M-Pesa,O4N9XV0B4E,Online,EMP041,250,Completed
TXN004389,2025-06-02,19:42:13,BR012,CUST00167,PROD070,1,511.34,0.05,0.16,Cash,,Physical Store,EMP012,0,Completed
TXN004390,2025-07-13,15:48:00,BR005,CUST00469,PROD033,3,165.11,0,0.16,Cash,,Online,EMP029,350,Completed
TXN004391,2025-03-03,11:55:59,BR007,CUST00147,PROD002,4,191.73,0,0.16,M-Pesa,PVDSZKHE5M,Physical Store,EMP031,0,Completed
TXN004392,2025-08-31,18:08:20,BR005,CUST02826,PROD003,4,230.34,0,0.16,Cash,,Physical Store,EMP017,0,Completed
TXN004393,2025-07-29,17:47:10,BR007,CUST01978,PROD100,1,639.04,0.05,0.16,M-Pesa,65C0G1EG3O,Physical Store,EMP043,0,Completed
TXN004394,2026-06-17,13:19:14,BR002,CUST01685,PROD065,1,153.12,0.05,0.16,Cash,,Physical Store,EMP038,0,Completed
TXN004395,2026-05-05,11:50:35,BR010,CUST01237,PROD115,2,167.38,0,0.16,M-Pesa,FVSI4CUA2Z,Online,EMP046,150,Completed
TXN004396,2025-03-08,14:56:13,BR012,CUST02750,PROD107,8,493.59,0,0.16,Cash,,Physical Store,EMP036,0,Completed
TXN004397,2025-11-17,09:13:28,BR006,CUST00813,PROD018,8,251.63,0.15,0.16,M-Pesa,DY90JG3TAG,Physical Store,EMP018,0,Completed
TXN004398,2026-03-01,16:46:38,BR002,CUST01165,PROD106,1,302.42,0,0.16,M-Pesa,DAGUIKF2W6,Online,EMP026,150,Completed
TXN004399,2026-05-11,10:40:54,BR007,CUST02691,PROD010,3,322.28,0.1,0.16,M-Pesa,P7E6GRW5NF,WhatsApp Order,EMP055,200,Completed
TXN004400,2025-01-27,18:02:30,BR002,CUST00769,PROD025,1,56.06,0.05,0.16,M-Pesa,NDD9J7L4XM,Physical Store,EMP002,0,Completed
TXN004401,2025-06-20,20:26:58,BR002,CUST01387,PROD064,1,1455.53,0,0.16,M-Pesa,700FVHD2QL,Online,EMP026,200,Completed
TXN004402,2025-10-20,17:07:12,BR007,CUST01413,PROD111,1,601.8,0.05,0.16,Card,,Online,EMP007,250,Completed
TXN004403,2025-04-26,19:27:37,BR007,CUST00678,PROD107,1,466.07,0,0.16,Cash,,Physical Store,EMP043,0,Completed
TXN004404,2025-07-22,17:26:36,BR001,CUST02106,PROD105,3,342.31,0,0.16,M-Pesa,B2RM5UJN35,Physical Store,EMP001,0,Completed
TXN004405,2026-07-16,09:05:41,BR001,CUST01317,PROD026,1,88.49,0.1,0.16,M-Pesa,G5MD26MD6D,Physical Store,EMP049,0,Completed
TXN004406,2025-04-05,14:39:07,BR003,CUST00062,PROD027,1,214.57,0.05,0.16,Bank Transfer,,Physical Store,EMP015,0,Completed
TXN004407,2025-01-19,10:23:18,BR001,CUST00541,PROD067,1,188.66,0.1,0.16,Card,,Physical Store,EMP001,0,Completed
TXN004408,2026-04-24,11:15:44,BR007,CUST00888,PROD073,1,310.62,0.05,0.16,Cash,,Physical Store,EMP031,0,Completed
TXN004409,2025-08-05,19:21:49,BR003,CUST00009,PROD118,2,290.32,0,0.16,Bank Transfer,,Physical Store,EMP039,0,Completed
TXN004410,2025-04-19,20:51:49,BR009,CUST00595,PROD115,1,173.98,0.05,0.16,Cash,,Physical Store,EMP057,0,Completed
TXN004411,2025-11-04,17:35:28,BR006,CUST00833,PROD116,3,229.97,0.1,0.16,M-Pesa,QQSG7D5DCS,Physical Store,EMP054,0,Completed
TXN004412,2025-08-29,17:32:30,BR006,CUST01316,PROD046,1,101.44,0.1,0.16,Card,,Physical Store,EMP042,0,Completed
TXN004413,2026-02-10,09:42:52,BR003,CUST00503,PROD058,1,82.78,0,0.16,Card,,Online,EMP039,0,Cancelled
TXN004414,2025-09-06,17:50:51,BR009,CUST00438,PROD001,1,207.25,0,0.16,Bank Transfer,,Online,EMP021,400,Completed
TXN004415,2026-06-08,15:33:54,BR007,CUST00425,PROD025,1,56.79,0.1,0.16,Card,,Physical Store,EMP019,0,Completed
TXN004416,2026-08-17,12:29:20,BR007,CUST00934,PROD002,1,191.9,0.05,0.16,M-Pesa,FZR6URH81I,WhatsApp Order,EMP007,400,Completed
TXN004417,2025-02-01,10:46:41,BR012,CUST00012,PROD030,2,96.93,0.05,0.16,M-Pesa,QNXDSFWD27,Online,EMP060,250,Completed
TXN004418,2025-12-07,20:43:42,BR009,CUST02885,PROD047,5,604.04,0.1,0.16,M-Pesa,A93WA8GKGZ,Physical Store,EMP057,0,Completed
TXN004419,2025-04-29,14:27:05,BR011,CUST01377,PROD106,1,311.49,0,0.16,M-Pesa,PYBHHQCCU8,Physical Store,EMP035,0,Completed
TXN004420,2026-05-06,11:17:29,BR003,CUST01376,PROD099,2,339.31,0.15,0.16,M-Pesa,8VPBFWJDZ2,WhatsApp Order,EMP051,350,Completed
TXN004421,2025-01-01,12:09:10,BR008,CUST00425,PROD091,1,271.43,0.1,0.16,M-Pesa,OLYWDTYU7S,WhatsApp Order,EMP020,400,Completed
TXN004422,2026-02-07,15:24:03,BR009,CUST02377,PROD089,2,89.84,0,0.16,M-Pesa,NUDTQY5ZTL,Physical Store,EMP009,0,Completed
TXN004423,2025-01-26,08:03:04,BR012,CUST02565,PROD059,3,240.83,0.05,0.16,M-Pesa,KZ7ZJKSNAZ,Online,EMP024,150,Completed
TXN004424,2026-01-02,19:39:46,BR004,CUST00478,PROD108,5,169.49,0.05,0.16,M-Pesa,9KTSHA2LMT,WhatsApp Order,EMP016,150,Completed
TXN004425,2026-06-17,11:15:54,BR003,CUST00622,PROD067,1,189.32,0.15,0.16,Card,,Online,EMP027,350,Completed
TXN004426,2025-11-15,17:21:28,BR007,CUST00641,PROD019,1,238.34,0,0.16,M-Pesa,YN9AT17FON,Physical Store,EMP043,0,Completed
TXN004427,2026-06-21,16:14:23,BR009,CUST02843,PROD075,1,335.39,0.15,0.16,M-Pesa,MEFWHYA1LP,Physical Store,EMP009,0,Completed
TXN004428,2025-10-28,15:40:20,BR002,CUST00609,PROD105,5,330.87,0,0.16,Cash,,Physical Store,EMP026,0,Completed
TXN004429,2025-06-04,09:42:20,BR002,CUST02670,PROD090,2,49.59,0,0.16,M-Pesa,5Y6LEZ3UCU,Physical Store,EMP002,0,Completed
TXN004430,2026-07-04,17:38:45,BR005,CUST01648,PROD091,2,270.28,0.15,0.16,Card,,Physical Store,EMP041,0,Completed
TXN004431,2026-05-15,14:46:57,BR004,CUST01741,PROD083,1,159.25,0,0.16,M-Pesa,4VFGQSYEYF,Physical Store,EMP040,0,Completed
TXN004432,2025-05-14,20:52:47,BR006,CUST02819,PROD115,3,167.76,0,0.16,Bank Transfer,,Physical Store,EMP018,0,Completed
TXN004433,2026-04-14,09:24:30,BR012,CUST02119,PROD092,5,287.06,0.1,0.16,M-Pesa,9L7JU56DGQ,Physical Store,EMP060,0,Completed
TXN004434,2025-09-09,17:38:39,BR010,CUST01693,PROD074,1,294.24,0,0.16,Card,,Physical Store,EMP046,0,Completed
TXN004435,2025-11-19,14:34:24,BR003,CUST01014,PROD048,2,772.42,0.1,0.16,Card,,Physical Store,EMP027,0,Refunded
TXN004436,2025-04-12,17:09:47,BR001,CUST02279,PROD026,1,88.25,0.15,0.16,Bank Transfer,,Online,EMP049,300,Completed
TXN004437,2026-01-19,18:09:50,BR006,CUST01752,PROD010,2,313.56,0,0.16,Bank Transfer,,Physical Store,EMP054,0,Completed
TXN004438,2025-07-22,12:51:24,BR011,CUST02542,PROD017,3,654.95,0,0.16,Card,,Physical Store,EMP023,0,Completed
TXN004439,2025-10-31,10:55:32,BR008,CUST00166,PROD060,2,402.37,0.05,0.16,Card,,Physical Store,EMP056,0,Completed
TXN004440,2025-02-06,19:08:25,BR012,CUST01182,PROD004,8,578.78,0,0.16,Card,,Physical Store,EMP048,0,Completed
TXN004441,2026-01-30,15:36:21,BR007,CUST02862,PROD076,2,304.33,0,0.16,Bank Transfer,,Physical Store,EMP019,0,Completed
TXN004442,2026-04-27,10:07:17,BR008,CUST00298,PROD036,2,588.69,0.15,0.16,M-Pesa,4PA51RY607,Physical Store,EMP008,0,Completed
TXN004443,2025-02-02,20:57:06,BR002,CUST02148,PROD002,1,193.89,0,0.16,M-Pesa,6PPTCOLCBC,Physical Store,EMP050,0,Refunded
TXN004444,2025-06-23,09:40:12,BR009,CUST01899,PROD009,5,314.97,0,0.16,Cash,,Physical Store,EMP057,0,Completed
TXN004445,2025-12-22,15:39:58,BR009,CUST02745,PROD007,3,895.03,0.05,0.16,Cash,,Physical Store,EMP009,0,Completed
TXN004446,2025-03-11,19:32:20,BR009,CUST00827,PROD025,1,56.54,0.05,0.16,M-Pesa,49X170N95Q,Online,EMP009,200,Completed
TXN004447,2025-10-24,13:12:05,BR006,CUST02311,PROD088,4,1237.93,0.05,0.16,M-Pesa,7C5DGF6KP2,Physical Store,EMP006,0,Completed
TXN004448,2025-10-14,11:36:52,BR006,CUST01787,PROD062,2,104.42,0.15,0.16,M-Pesa,UI1UH3DX7S,Physical Store,EMP054,0,Completed
TXN004449,2025-04-24,16:30:37,BR010,CUST02882,PROD097,3,128.78,0,0.16,M-Pesa,YYOEWELJRE,Physical Store,EMP010,0,Completed
TXN004450,2026-07-06,15:03:22,BR011,CUST01163,PROD024,1,822.42,0.05,0.16,M-Pesa,RL7LPOMMM3,Physical Store,EMP059,0,Completed
TXN004451,2025-08-25,12:42:47,BR007,CUST01423,PROD062,1,103.7,0,0.16,M-Pesa,AKKEAFZ4LN,Physical Store,EMP007,0,Completed
TXN004452,2025-08-24,17:54:52,BR011,CUST00561,PROD107,3,481.86,0,0.16,M-Pesa,NF58TRJBSF,Physical Store,EMP011,0,Completed
TXN004453,2025-04-16,09:58:14,BR002,CUST00965,PROD041,1,293.96,0.15,0.16,Cash,,WhatsApp Order,EMP050,300,Completed
TXN004454,2025-10-11,17:10:28,BR007,CUST02788,PROD055,2,1565.1,0.1,0.16,M-Pesa,B763IOTUNO,WhatsApp Order,EMP055,150,Completed
TXN004455,2025-12-28,11:57:29,BR004,CUST00123,PROD080,1,946.61,0.1,0.16,M-Pesa,TS4J34DEDZ,Online,EMP052,0,Cancelled
TXN004456,2025-11-07,11:03:27,BR001,CUST02272,PROD014,1,112.7,0.15,0.16,Card,,Physical Store,EMP025,0,Completed
TXN004457,2025-12-28,16:17:44,BR001,CUST01642,PROD103,8,567.29,0,0.16,M-Pesa,DW8JO31PYO,Physical Store,EMP049,0,Completed
TXN004458,2025-02-17,10:14:36,BR004,CUST01448,PROD035,1,409.57,0,0.16,M-Pesa,Z54BLYWMHP,Physical Store,EMP040,0,Completed
TXN004459,2026-06-27,16:48:46,BR012,CUST01329,PROD071,3,886.87,0.15,0.16,Cash,,Physical Store,EMP024,0,Completed
TXN004460,2025-12-03,10:15:45,BR003,CUST00835,PROD012,1,181.31,0,0.16,M-Pesa,XR33KAAEBG,Physical Store,EMP051,0,Cancelled
TXN004461,2026-04-08,20:31:36,BR001,CUST00038,PROD050,1,136.51,0,0.16,M-Pesa,2NVYDK3JLI,Online,EMP025,150,Completed
TXN004462,2025-09-14,12:33:07,BR007,CUST02619,PROD029,3,2086.93,0,0.16,M-Pesa,87WAJV5QAF,Physical Store,EMP019,0,Completed
TXN004463,2025-01-10,18:07:30,BR005,CUST01926,PROD006,2,513.05,0.15,0.16,Card,,Physical Store,EMP029,0,Completed
TXN004464,2025-01-16,19:18:29,BR010,CUST01892,PROD039,1,864.29,0,0.16,Card,,Physical Store,EMP058,0,Completed
TXN004465,2026-03-13,12:24:59,BR012,CUST00359,PROD083,1,160.47,0,0.16,M-Pesa,II3C7P1560,Physical Store,EMP036,0,Completed
TXN004466,2025-09-27,11:22:38,BR001,CUST00979,PROD010,6,303.85,0,0.16,M-Pesa,5ALJA933M7,Online,EMP049,350,Completed
TXN004467,2025-08-26,09:53:01,BR005,CUST00440,PROD027,4,226.63,0,0.16,M-Pesa,F5RE02LANC,Physical Store,EMP041,0,Completed
TXN004468,2026-08-18,16:58:54,BR012,CUST00622,PROD025,3,53.51,0.05,0.16,M-Pesa,KGV91WLCE7,Physical Store,EMP036,0,Completed
TXN004469,2026-03-21,14:22:52,BR002,CUST01344,PROD075,1,332.72,0.05,0.16,Cash,,Online,EMP014,150,Completed
TXN004470,2025-05-14,10:06:34,BR002,CUST01559,PROD116,1,223.9,0.15,0.16,Card,,WhatsApp Order,EMP050,0,Refunded
TXN004471,2025-02-07,14:06:20,BR002,CUST01643,PROD054,5,222.91,0,0.16,Card,,Physical Store,EMP026,0,Completed
TXN004472,2025-09-13,13:55:52,BR003,CUST00479,PROD101,2,2995.01,0.05,0.16,Cash,,Physical Store,EMP027,0,Completed
TXN004473,2025-12-24,20:09:31,BR006,CUST01875,PROD043,2,323.66,0,0.16,M-Pesa,GIX4PIA45H,Physical Store,EMP006,0,Completed
TXN004474,2026-05-09,10:44:50,BR003,CUST01252,PROD017,1,645.95,0.05,0.16,M-Pesa,60385PGOQQ,Online,EMP039,300,Completed
TXN004475,2025-04-18,17:42:07,BR001,CUST00444,PROD032,1,2285.17,0,0.16,M-Pesa,OP0WKQ5RPK,Physical Store,EMP013,0,Completed
TXN004476,2026-01-25,13:49:59,BR002,CUST00751,PROD065,10,152.73,0.1,0.16,Cash,,Physical Store,EMP050,0,Completed
TXN004477,2025-03-27,16:18:08,BR007,CUST00406,PROD009,1,304.46,0,0.16,M-Pesa,2SMJAO1H84,Online,EMP019,250,Completed
TXN004478,2026-05-20,18:01:58,BR009,CUST02015,PROD033,1,160.13,0,0.16,M-Pesa,ZW8X8U96IA,Physical Store,EMP057,0,Completed
TXN004479,2025-12-26,11:15:29,BR012,CUST02520,PROD042,2,238.99,0.1,0.16,M-Pesa,X14PKAOZFQ,WhatsApp Order,EMP060,350,Completed
TXN004480,2025-11-11,11:23:02,BR006,CUST02060,PROD025,5,55.44,0.15,0.16,Cash,,Physical Store,EMP006,0,Completed
TXN004481,2025-03-28,16:41:45,BR012,CUST01268,PROD086,1,243.02,0.15,0.16,M-Pesa,9YE0SXUXE2,WhatsApp Order,EMP048,200,Completed
TXN004482,2025-02-28,08:25:31,BR009,CUST02647,PROD091,2,271.34,0,0.16,Card,,Online,EMP033,300,Completed
TXN004483,2026-07-18,13:12:45,BR011,CUST01793,PROD028,1,404.0,0,0.16,Card,,Physical Store,EMP035,0,Completed
TXN004484,2025-11-23,08:03:37,BR001,CUST02513,PROD036,2,576.04,0.15,0.16,M-Pesa,OPTRKAH2QE,WhatsApp Order,EMP013,300,Completed
TXN004485,2026-07-17,09:08:15,BR011,CUST00614,PROD054,8,220.72,0,0.16,Card,,Physical Store,EMP035,0,Completed
TXN004486,2026-06-20,10:10:57,BR009,CUST00563,PROD081,1,901.68,0.1,0.16,Cash,,Online,EMP033,400,Completed
TXN004487,2025-04-30,10:38:48,BR012,CUST00107,PROD109,1,2315.79,0.15,0.16,Card,,Physical Store,EMP024,0,Completed
TXN004488,2026-01-01,09:42:26,BR006,CUST01767,PROD017,2,635.11,0.1,0.16,M-Pesa,OA9ZJ9Q0Q0,Physical Store,EMP054,0,Completed
TXN004489,2025-01-12,13:13:02,BR009,CUST01847,PROD082,2,228.22,0,0.16,M-Pesa,P73QN6J9MD,Physical Store,EMP057,0,Refunded
TXN004490,2025-02-01,19:34:33,BR011,CUST01082,PROD092,1,289.67,0,0.16,M-Pesa,Z1OUYQBDJW,Online,EMP059,250,Completed
TXN004491,2026-04-18,14:45:28,BR011,CUST00145,PROD049,2,564.97,0,0.16,M-Pesa,6954U2O5RD,Physical Store,EMP035,0,Completed
TXN004492,2025-01-06,19:40:07,BR009,CUST02329,PROD040,4,396.3,0,0.16,M-Pesa,OX2MK194BW,Physical Store,EMP009,0,Completed
TXN004493,2025-11-01,10:19:02,BR001,CUST00749,PROD100,1,607.96,0,0.16,M-Pesa,6NFG7HKIMS,Physical Store,EMP025,0,Completed
TXN004494,2025-03-15,15:27:08,BR003,CUST01695,PROD114,1,209.86,0,0.16,M-Pesa,NNEKGJDN0L,Online,EMP039,150,Completed
TXN004495,2026-07-17,20:48:27,BR002,CUST01982,PROD052,4,127.0,0.05,0.16,Cash,,Online,EMP026,150,Completed
TXN004496,2025-12-23,12:30:04,BR001,CUST00596,PROD049,2,539.97,0,0.16,M-Pesa,TXP16FZK6X,Online,EMP037,300,Completed
TXN004497,2025-05-18,16:31:06,BR003,CUST02968,PROD026,4,92.74,0,0.16,M-Pesa,2PUKETVTBM,Physical Store,EMP051,0,Completed
TXN004498,2025-04-01,09:22:31,BR005,CUST02515,PROD016,3,666.75,0.1,0.16,M-Pesa,DLBWVDJUUV,Online,EMP017,350,Completed
TXN004499,2025-10-04,12:05:08,BR011,CUST00904,PROD104,4,887.01,0.05,0.16,Cash,,Physical Store,EMP035,0,Completed
TXN004500,2025-06-25,08:58:52,BR008,CUST01877,PROD089,3,91.16,0.1,0.16,Card,,WhatsApp Order,EMP008,150,Completed
TXN004501,2026-08-27,12:03:47,BR004,CUST02414,PROD105,3,329.27,0.05,0.16,M-Pesa,XKYYI46PS8,WhatsApp Order,EMP028,150,Completed
TXN004502,2026-06-20,11:45:40,BR006,CUST02194,PROD104,2,877.98,0.05,0.16,M-Pesa,XBUP2CS27T,Online,EMP054,150,Completed
TXN004503,2025-12-07,08:05:41,BR004,CUST00613,PROD093,5,909.34,0.05,0.16,Card,,Online,EMP052,0,Cancelled
TXN004504,2026-05-23,18:54:00,BR012,CUST00203,PROD089,2,92.76,0,0.16,M-Pesa,15OM5B162C,Physical Store,EMP012,0,Completed
TXN004505,2025-09-29,12:21:42,BR008,CUST02342,PROD049,2,552.96,0,0.16,Card,,Physical Store,EMP056,0,Completed
TXN004506,2025-05-03,17:45:50,BR009,CUST00726,PROD050,1,141.69,0,0.16,M-Pesa,YGJERGS28A,Physical Store,EMP057,0,Completed
TXN004507,2026-08-05,13:07:43,BR012,CUST02723,PROD013,1,2262.81,0,0.16,Card,,Online,EMP012,250,Completed
TXN004508,2026-02-21,10:41:13,BR007,CUST00374,PROD039,2,828.72,0,0.16,M-Pesa,W6H68I235Z,Physical Store,EMP043,0,Completed
TXN004509,2025-06-20,15:42:26,BR002,CUST02080,PROD114,2,213.7,0.05,0.16,M-Pesa,CVQFCS9O07,Physical Store,EMP014,0,Completed
TXN004510,2025-09-12,08:53:44,BR003,CUST02657,PROD019,5,231.41,0,0.16,M-Pesa,XH7A91YXRD,Physical Store,EMP051,0,Completed
TXN004511,2025-11-14,08:49:31,BR012,CUST01088,PROD068,1,573.54,0.05,0.16,M-Pesa,1EEGNXO6OK,Online,EMP024,150,Completed
TXN004512,2025-08-03,13:46:12,BR011,CUST02230,PROD033,6,162.93,0.1,0.16,Card,,Online,EMP047,400,Completed
TXN004513,2026-05-20,11:59:20,BR003,CUST00983,PROD065,3,151.74,0.05,0.16,Card,,Physical Store,EMP015,0,Completed
TXN004514,2026-02-15,09:52:42,BR008,CUST00456,PROD047,3,602.06,0,0.16,M-Pesa,ZZQE7DAPZU,Physical Store,EMP032,0,Completed
TXN004515,2026-05-13,17:02:09,BR006,CUST02588,PROD033,3,161.34,0.05,0.16,M-Pesa,SDGDEA69ZJ,Online,EMP054,300,Completed
TXN004516,2025-09-30,18:41:25,BR002,CUST00578,PROD072,2,612.32,0.1,0.16,M-Pesa,064Y1BKCHP,Physical Store,EMP038,0,Completed
TXN004517,2026-05-12,16:00:43,BR012,CUST01525,PROD067,1,194.63,0.05,0.16,M-Pesa,7QJNPJMMTF,Physical Store,EMP036,0,Completed
TXN004518,2026-01-07,11:01:21,BR005,CUST01245,PROD099,2,341.43,0,0.16,Cash,,WhatsApp Order,EMP029,400,Completed
TXN004519,2026-03-20,12:12:09,BR001,CUST00142,PROD118,1,285.07,0,0.16,M-Pesa,15OBD3IIB2,Physical Store,EMP013,0,Completed
