Transaction_ID,Transaction_Date,Branch_ID,Customer_ID,Product_ID,Quantity,Unit_Price_KES,Payment_Method,County,Order_Status
TXN005522,2026-04-26,BR001,CUST02460,PROD117,,2457.64,M-Pesa,Nairobi,Completed
TXN009248,2025-10-23,BR006,CUST01344,PROD040,2,388.71,M-Pesa,Kiambu County,Completed
TXN002541,2026-03-26,BR009,,PROD005,1,3340.46,Card,Uasin Gishu,Completed
TXN006665,2026-03-13,BR012,CUST02357,PROD010,2,KES 309.82,M-Pesa,Kakamega,Completed
TXN010339,2025-08-28,BR007,,PROD011,5,513.91,M-Pesa,Mombasa,Completed
TXN013377,2025-10-21,BR012,CUST02404,PROD117,1,2407.54,Bank Transfer,Kakamega,Cancelled
TXN007177,2026-05-05,BR001,CUST02061,PROD097,2,128.33,Card,Nairobi,Completed
TXN008214,2025-01-02,BR003,CUST01620,PROD015,,1124.32,M-Pesa,Nairobi,Completed
TXN016240,2026-02-12,BR001,CUST02631,PROD082,,228.5,M-Pesa,Nairobi,Completed
TXN012041,2025-04-04,BR007,CUST02916,PROD102,1,506.76,M-Pesa,Mombasa,COMPLETED
TXN019159,2025-04-02,BR010,CUST02895,PROD021,1,5112.3,Bank Transfer,Machakos,Completed
TXN006315,2025-03-25,BR008,CUST00861,PROD029,2,2089.92,Bank Transfer,Nbi,Completed
TXN019497,2025-09-12,BR001,CUST02051,PROD067,1,KES 192.65,Bank Transfer,Nairobi,Completed
TXN017481,2026-08-05,BR006,CUST02874,PROD014,1,110.83,M-Pesa,Nakuru,COMPLETED
TXN008286,2026-04-28,BR004,,PROD101,3,2797.72,Cash,Kiambu,Completed
TXN012530,2025-02-11,BR002,CUST00024,PROD033,2,KES 160.58,Card,Nairobi,Completed
TXN016896,2025-07-09,BR001,CUST02289,PROD054,2,KES 223.41,Cash,Nairobi,Completed
TXN012373,2025-04-11,BR001,CUST00821,PROD006,,515.71,M-Pesa,Nairobi,Completed
TXN010932,2025-07-02,BR001,,PROD006,3,526.08,Card,Nairobi,Completed
TXN018382,2025-08-08,BR008,CUST01603,PROD013,4,2237.49,Cash,NAIROBI ,Completed
TXN014592,2025-03-22,BR010,CUST02342,PROD011,1,505.22,Card,Machakos,COMPLETED
TXN017021,02/04/2025,BR008,CUST00327,PROD041,2,306.88,M-Pesa,Kisumu,Completed
TXN015277,02/05/2026,BR012,CUST02805,PROD073,1,314.65,M-Pesa,Kakamega,Completed
TXN011674,2025-01-11,BR009,CUST00957,PROD071,2,903.22,M-Pesa,nairobi,Completed
TXN014548,2026-07-11,BR004,,PROD037,1,4133.37,Bank Transfer,Kiambu,Completed
TXN006299,2026-01-25,BR008,CUST02712,PROD112,2,992.96,M-Pesa,Kisumu,Completed
TXN006514,2026-06-06,BR001,CUST00837,PROD025,5,55.08,Card,Nairobi,COMPLETED
TXN001426,2025-04-02,BR009,CUST01996,PROD060,10,405.01,M-Pesa,Uasin Gishu,Completed
TXN016793,2026-02-03,BR006,CUST01318,PROD066,10,200.08,Card,Kiambu County,Completed
TXN017256,2026-03-18,BR004,,PROD115,1,168.69,Cash,Kiambu,Completed
TXN002686,06/08/2025,BR005,CUST02456,PROD023,4,1450.36,Bank Transfer,Kiambu,Completed
TXN018536,2025-10-12,BR002,,PROD031,5,678.67,Cash,Nairobi,Completed
TXN015758,2025-12-29,BR009,CUST00971,PROD093,,946.54,Cash,Uasin Gishu,Completed
TXN019764,2025-08-14,BR007,CUST02661,PROD098,1,KES 152.53,M-Pesa,Mombasa,Completed
TXN008709,2026-08-26,BR006,CUST00700,PROD117,2,2537.58,M-Pesa,Nakuru,Completed
TXN013708,13/08/2026,BR003,CUST00446,PROD002,1,185.78,Card,Nairobi,Completed
TXN015086,2025-07-20,BR004,CUST03000,PROD044,1,324.72,M-Pesa,Kiambu,Completed
TXN007116,2026-03-10,BR001,CUST00159,PROD014,3,110.97,Cash,Nairobi,Completed
TXN019674,2025-04-03,BR001,CUST02915,PROD029,,2104.15,M-Pesa,Nairobi,Completed
TXN018817,2026-05-22,BR011,,PROD051,1,219.33,M-Pesa,Kajiado,Completed
TXN016022,06/02/2025,BR007,CUST00680,PROD116,3,225.29,M-Pesa,Mombasa,Completed
TXN007680,2025-10-11,BR002,CUST02786,PROD018,,244.29,M-Pesa,Nairobi,Refunded
TXN018861,2026-04-16,BR007,CUST02652,PROD023,2,1503.62,Cash,Mombasa,complete
TXN015203,2026-03-02,BR004,CUST00637,PROD064,,1472.07,M-Pesa,Kiambu,Completed
TXN010346,2025-12-23,BR008,CUST01881,PROD002,10,KES 185.35,M-Pesa,Kisumu,Completed
TXN000222,14/03/2026,BR012,CUST01300,PROD011,1,524.69,Card,Kakamega,Completed
TXN018668,2026-08-31,BR008,CUST02373,PROD090,,49.89,M-Pesa,Kisumu,Completed
TXN008112,2026-05-07,BR011,CUST01397,PROD067,,188.02,Bank Transfer,Kajiado,Completed
TXN014053,2025-01-07,BR007,CUST00435,PROD114,,208.33,M-Pesa,Mombasa,Completed
TXN013687,2026-05-07,BR003,CUST02474,PROD046,2,97.27,M-Pesa,Nairobi,cancelled 
TXN010971,2025-03-07,BR005,CUST02391,PROD051,,225.11,M-Pesa,Kiambu,Completed
TXN002698,2026-07-27,BR002,CUST00778,PROD003,2,KES 226.36,M-Pesa,Nairobi,Completed
TXN002892,2025-03-20,BR007,,PROD039,6,830.09,M-Pesa,Mombasa,Completed
TXN014949,2025-05-21,BR001,CUST00816,PROD047,1,KES 607.60,Card,Nairobi,Completed
TXN013632,2026-03-30,BR002,CUST00681,PROD016,,640.26,M-Pesa,Nairobi,Completed
TXN009556,03/02/2025,BR005,CUST02338,PROD073,1,308.92,M-Pesa,Kiambu,Completed
TXN011760,2026-05-17,BR011,CUST02710,PROD013,,2236.24,M-Pesa,Kajiado,Completed
TXN019749,2026-08-29,BR009,,PROD023,2,1481.65,Card,Uasin Gishu,Completed
TXN018976,2025-12-14,BR002,,PROD106,1,310.24,M-Pesa,Nairobi,Completed
TXN006578,2025-04-09,BR003,CUST00624,PROD066,,203.22,Bank Transfer,Nairobi,Completed
TXN010280,2025-05-02,BR006,CUST01249,PROD033,,165.16,M-Pesa,Nakuru,Completed
TXN002270,2026-06-20,BR012,CUST02717,PROD083,1,157.89,Cash,Kakamega,Completed
TXN007296,2025-05-08,BR011,CUST00098,PROD065,2,KES 145.56,M-Pesa,Kajiado,Completed
TXN003941,2026-05-17,BR004,CUST00948,PROD100,1,630.41,M-Pesa,NAIROBI ,Completed
TXN007503,2025-12-24,BR003,CUST02523,PROD070,5,KES 499.43,M-Pesa,Nairobi,Completed
TXN018321,2026-06-18,BR001,,PROD031,2,663.89,M-Pesa,Nairobi,Completed
TXN009038,2025-10-01,BR011,CUST01576,PROD082,2,214.78,M-Pesa,Kajiado,Completed
TXN005066,2025-05-14,BR008,,PROD081,2,911.91,Cash,Kisumu,Completed
TXN015322,2026-01-19,BR004,CUST01604,PROD043,1,305.84,M-Pesa,Kiambu,cancelled 
TXN003629,2025-04-02,BR003,CUST02843,PROD066,,197.84,M-Pesa,Nairobi,Completed
TXN018010,2026-05-29,BR009,CUST01616,PROD075,2,330.76,Card,Uasin Gishu ,Completed
TXN005404,2025-05-16,BR006,CUST00240,PROD073,3,306.46,M-Pesa,Nakuru,Completed
TXN012137,2026-07-21,BR007,CUST01439,PROD008,,513.01,Cash,Mombasa,Completed
TXN013948,02/10/2025,BR007,CUST01439,PROD105,2,328.3,M-Pesa,Mombasa,Completed
TXN012402,2026-03-08,BR001,CUST00836,PROD086,3,250.75,M-Pesa,Nairobi,Completed
TXN000434,2025-08-17,BR001,CUST01200,PROD071,1,930.39,Card,Nairobi,Completed
TXN017002,2026-01-12,BR009,CUST01975,PROD067,2,185.56,M-Pesa,Uasin Gishu ,Completed
TXN013390,2026-08-05,BR003,CUST02948,PROD065,1,149.7,M-Pesa,Nairobi,Completed
TXN001014,2025-01-07,BR009,,PROD111,1,610.84,M-Pesa,Uasin Gishu,Completed
TXN017783,02/07/2026,BR011,CUST02189,PROD108,4,162.64,M-Pesa,Kajiado,Completed
TXN003625,2025-11-30,BR009,CUST02650,PROD006,10,522.88,M-Pesa,Uasin Gishu,Cancelled
TXN012918,14/07/2025,BR007,CUST00595,PROD027,1,221.55,M-Pesa,Mombasa,Completed
TXN008274,2026-06-28,BR003,CUST03000,PROD017,1,646.64,Bank Transfer,Nairobi,Completed
TXN007348,2025-05-24,BR012,CUST00610,PROD019,2,231.03,Cash,Kakamega,complete
TXN017429,2025-04-22,BR002,CUST01464,PROD081,2,905.04,Card,Nairobi,COMPLETED
TXN011505,2026-07-27,BR009,CUST02781,PROD099,1,342.37,Cash,NAIROBI ,Completed
TXN007255,2026-02-07,BR007,CUST01845,PROD091,4,275.04,M-Pesa,Mombasa,Completed
TXN008470,2026-03-03,BR004,CUST01606,PROD020,1,245.99,M-Pesa,Kiambu ,Completed
TXN016825,11/02/2026,BR001,CUST02584,PROD099,8,332.99,Card,Nairobi,Completed
TXN008306,05/01/2026,BR001,CUST02103,PROD058,2,84.18,M-Pesa,Nairobi,Completed
TXN009317,2025-01-28,BR001,CUST02136,PROD086,3,250.99,Bank Transfer,Nairobi,Refunded
TXN004377,2026-08-23,BR006,,PROD032,1,2296.9,M-Pesa,Nakuru,Completed
TXN004080,2025-01-28,BR004,CUST00273,PROD006,1,535.02,M-Pesa,Kiambu,complete
TXN016322,23/04/2026,BR006,CUST02702,PROD029,6,2129.85,M-Pesa,Nakuru,Completed
TXN005667,2026-03-07,BR012,CUST01008,PROD028,3,417.44,M-Pesa,Kakamega,COMPLETED
TXN012601,19/04/2025,BR004,CUST00203,PROD103,2,552.17,Bank Transfer,Kiambu,Completed
TXN005242,2026-01-10,BR001,CUST02348,PROD080,5,986.57,Bank Transfer,Nairobi,Refund
TXN013116,2026-03-29,BR008,CUST00354,PROD108,1,KES 165.04,Card,Kisumu,Completed
TXN002441,29/01/2026,BR012,CUST00363,PROD083,1,159.51,Bank Transfer,Kakamega,Completed
TXN008839,2026-01-22,BR001,CUST02643,PROD012,3,189.88,M-Pesa,Nairobi,Completed
TXN017927,2026-02-11,BR007,CUST01063,PROD026,4,93.08,M-Pesa,Mombasa,Completed
TXN019806,2025-05-24,BR006,CUST01255,PROD003,2,224.32,M-Pesa,NAIROBI ,Completed
TXN000065,2026-02-28,BR006,CUST00062,PROD001,,217.66,Cash,Nakuru,Completed
TXN019175,2025-07-18,BR007,CUST02330,PROD067,1,194.63,M-Pesa,Mombasa ,Completed
TXN010805,2025-10-15,BR002,CUST00653,PROD089,3,88.29,Card,Nairobi,cancelled 
TXN010241,24/11/2025,BR008,CUST00385,PROD115,2,165.67,M-Pesa,Kisumu,Completed
TXN014732,2025-11-08,BR002,,PROD010,3,305.67,Card,Nairobi,Completed
TXN004473,2025-12-24,BR006,CUST01875,PROD043,2,323.66,M-Pesa,NAIROBI ,Completed
TXN019776,2026-05-13,BR008,CUST00439,PROD021,3,"KES 5,135.06",Card,Kisumu,Completed
TXN000199,18/06/2026,BR004,CUST01276,PROD080,2,989.62,Card,Kiambu,Completed
TXN019654,2025-02-27,BR006,CUST00661,PROD011,1,499.09,Card,Nakuru,Completed
TXN011674,2025-01-11,BR009,CUST00957,PROD071,2,903.22,M-Pesa,nairobi,Completed
TXN013286,2025-09-01,BR001,CUST02823,PROD073,,314.33,M-Pesa,Nairobi,Completed
TXN009011,2025-07-11,BR008,CUST00777,PROD115,3,175.66,M-Pesa,Kisumu,Cancelled
TXN000500,15/01/2026,BR008,CUST01354,PROD091,1,269.82,M-Pesa,Kisumu,Completed
TXN012010,2026-04-11,BR012,CUST00622,PROD102,8,512.01,M-Pesa,Kakamega,cancelled 
TXN004020,2026-03-11,BR005,CUST01542,PROD101,4,2820.65,M-Pesa,Kiambu ,Cancelled
TXN009065,2026-04-15,BR004,CUST02166,PROD098,1,155.95,M-Pesa,Nbi,Completed
TXN014433,2026-06-11,BR004,CUST00557,PROD046,2,102.46,M-Pesa,Kiambu,Completed
TXN005218,2025-02-02,BR006,,PROD070,2,507.4,M-Pesa,Nakuru,Completed
TXN002511,16/02/2026,BR002,CUST01720,PROD087,2,2290.16,Card,Nairobi,Completed
TXN014456,2025-02-12,BR002,CUST02156,PROD099,1,351.48,Card,Nairobi,Cancelled
TXN018074,2025-10-25,BR002,CUST00851,PROD094,10,72.8,Cash,Nairobi,cancelled 
TXN012133,2026-07-22,BR009,CUST01261,PROD005,,3383.25,M-Pesa,Uasin Gishu,Completed
TXN005182,07/01/2026,BR011,CUST02524,PROD046,1,103.39,M-Pesa,Kajiado,Completed
TXN018310,03/12/2025,BR001,CUST00242,PROD073,1,313.38,Cash,Nairobi,Completed
TXN014271,2026-08-17,BR003,CUST00679,PROD056,2,1171.89,Card,Nairobi,Refund
TXN000154,2026-08-11,BR008,CUST01879,PROD050,1,137.83,Cash,Kisumu,Completed
TXN013544,2025-02-03,BR004,,PROD027,1,220.07,M-Pesa,Kiambu,Completed
TXN009864,2025-01-27,BR012,CUST00930,PROD042,1,253.35,M-Pesa,Kiambu County,Completed
TXN017193,2026-01-29,BR011,,PROD113,4,701.87,M-Pesa,Kajiado,Completed
TXN008393,2025-10-29,BR001,CUST00287,PROD039,1,853.15,M-Pesa,Nairobi,complete
TXN006978,2026-08-20,BR011,CUST02671,PROD051,3,217.44,M-Pesa,Kiambu County,Completed
TXN006308,2025-12-17,BR011,CUST00687,PROD006,,526.4,Card,Kajiado,Completed
TXN001777,2026-07-02,BR009,CUST01484,PROD013,1,2248.25,M-Pesa,Uasin Gishu,COMPLETED
TXN009738,2026-03-18,BR012,CUST02672,PROD076,3,KES 302.24,Card,Kakamega,Completed
TXN007948,2025-08-24,BR007,CUST00245,PROD120,,1027.79,M-Pesa,Mombasa,Completed
TXN007150,2025-04-30,BR001,CUST00873,PROD018,,246.68,M-Pesa,Nairobi,Completed
TXN012071,2025-03-05,BR005,CUST01999,PROD053,1,4265.67,M-Pesa,nairobi,Completed
TXN001042,2026-04-27,BR005,CUST02545,PROD083,6,164.0,Card,Kiambu,Completed
TXN013750,2025-10-20,BR008,CUST02716,PROD015,1,1124.57,Card,Kisumu,Completed
TXN001349,2025-06-03,BR011,,PROD047,2,604.48,Card,Kajiado,Completed
TXN000678,2026-08-12,BR012,CUST00720,PROD001,3,214.41,Card,Kakamega,Completed
TXN012555,10/04/2026,BR005,CUST02778,PROD027,3,223.21,M-Pesa,Kiambu,Completed
TXN003645,2025-09-09,BR005,CUST02653,PROD069,1,"KES 3,594.84",M-Pesa,Kiambu,Completed
TXN000335,2026-04-18,BR012,,PROD003,3,230.5,M-Pesa,Kakamega,Completed
TXN010089,2025-01-21,BR003,CUST00404,PROD001,1,209.1,Bank Transfer,Nairobi,Refund
TXN001934,2025-11-17,BR004,CUST02139,PROD049,1,530.33,M-Pesa,Kiambu ,Completed
TXN005677,2025-09-20,BR007,CUST01010,PROD008,10,505.42,Bank Transfer,Kiambu County,Completed
TXN013011,2025-10-06,BR007,CUST00660,PROD067,,197.53,M-Pesa,Mombasa,Completed
TXN014048,2026-03-06,BR006,CUST01062,PROD072,2,KES 597.22,M-Pesa,Nakuru,Completed
TXN004364,2025-01-18,BR011,CUST00781,PROD098,4,147.12,M-Pesa,Kajiado,cancelled 
TXN014801,2025-06-10,BR007,CUST01577,PROD081,,903.93,M-Pesa,Mombasa,Completed
TXN005590,2025-03-30,BR008,CUST02837,PROD034,2,KES 134.41,Cash,Kisumu,Completed
TXN003898,2025-11-13,BR009,CUST00898,PROD052,1,131.2,M-Pesa,Uasin Gishu ,Completed
TXN011733,2025-02-12,BR002,CUST01554,PROD041,,296.85,M-Pesa,Nairobi,Completed
TXN005121,2025-04-10,BR001,,PROD041,2,303.53,M-Pesa,Nairobi,Completed
TXN009124,2026-04-17,BR004,CUST01494,PROD077,,2036.67,M-Pesa,Kiambu,Completed
TXN003799,2026-07-07,BR005,CUST02027,PROD049,1,563.16,M-Pesa,Kiambu,COMPLETED
TXN005525,2026-08-26,BR003,,PROD003,3,231.31,M-Pesa,Nairobi,Refunded
TXN011265,2025-06-08,BR004,CUST01010,PROD079,5,1129.09,M-Pesa,Kiambu,Completed
TXN010455,2025-11-18,BR002,,PROD004,3,568.25,Cash,Nairobi,Completed
TXN007256,2025-11-12,BR003,CUST01565,PROD046,1,101.17,Card,Kiambu County,Completed
TXN013262,2025-05-28,BR009,CUST01009,PROD025,4,KES 53.72,M-Pesa,Uasin Gishu,Completed
TXN017217,21/03/2025,BR010,CUST01813,PROD002,1,191.3,Cash,Machakos,Completed
TXN001485,2025-08-24,BR001,CUST00803,PROD042,2,245.59,M-Pesa,Nairobi,Completed
TXN010740,16/12/2025,BR005,CUST01306,PROD054,1,225.03,M-Pesa,Kiambu,Completed
TXN013343,2025-12-07,BR009,CUST02732,PROD057,2,60.67,M-Pesa,Uasin Gishu,complete
TXN015304,2025-06-13,BR002,CUST00197,PROD016,1,631.91,Bank Transfer,Nairobi,Completed
TXN002455,2026-01-08,BR012,CUST01428,PROD011,1,506.71,M-Pesa,Kakamega,Completed
TXN000800,2025-11-08,BR005,,PROD108,8,169.88,Bank Transfer,Kiambu,Completed
TXN013993,2025-11-21,BR001,,PROD035,5,392.74,M-Pesa,Nairobi,Completed
TXN006011,2025-08-29,BR003,CUST00609,PROD081,,909.46,M-Pesa,Nairobi,Completed
TXN014790,13/03/2026,BR003,CUST00136,PROD115,1,166.09,M-Pesa,Nairobi,Completed
TXN002363,26/05/2026,BR011,CUST00597,PROD072,2,602.16,M-Pesa,Kajiado,Completed
TXN002653,21/07/2025,BR012,CUST02152,PROD120,2,1051.19,M-Pesa,Kakamega,Completed
TXN003914,2025-08-27,BR006,CUST01347,PROD037,1,4096.3,Cash,nairobi,Cancelled
TXN005904,2025-12-29,BR011,CUST00698,PROD094,1,70.51,Cash,Kajiado ,Completed
TXN014885,2026-05-17,BR002,CUST00209,PROD002,1,189.97,Card,NAIROBI ,Completed
TXN019941,2026-03-10,BR009,,PROD018,3,254.26,M-Pesa,Uasin Gishu,Completed
TXN002964,13/08/2025,BR005,CUST02952,PROD107,2,468.52,Card,Kiambu,Completed
TXN006344,2025-05-02,BR010,CUST01359,PROD044,1,331.27,M-Pesa,NAIROBI ,Completed
TXN005624,2025-05-10,BR007,CUST01133,PROD018,2,254.08,M-Pesa,Mombasa,Completed
TXN015905,2025-05-28,BR003,CUST00694,PROD020,2,239.81,M-Pesa,Nairobi ,Completed
TXN003055,2025-06-29,BR007,CUST00546,PROD043,4,307.59,Card,Mombasa,Completed
TXN009792,2025-07-04,BR009,CUST02251,PROD082,2,226.21,M-Pesa,Uasin Gishu,complete
TXN002087,03/04/2026,BR001,CUST00391,PROD034,1,133.05,M-Pesa,Nairobi,Completed
TXN019560,2025-12-12,BR006,,PROD083,5,155.61,M-Pesa,Nakuru,Cancelled
TXN019702,2025-10-01,BR008,CUST01857,PROD090,1,51.2,M-Pesa,Kisumu,Completed
TXN001390,2026-04-19,BR009,,PROD044,3,341.73,M-Pesa,Uasin Gishu,Cancelled
TXN017708,2026-01-14,BR008,CUST00602,PROD054,2,221.33,M-Pesa,Kisumu,cancelled 
TXN005459,2025-07-04,BR007,,PROD027,8,221.54,Card,Mombasa,Completed
TXN005906,2025-11-01,BR003,CUST01361,PROD001,3,204.54,M-Pesa,Nairobi,Refund
TXN006717,2025-09-11,BR001,,PROD074,3,291.49,M-Pesa,Nairobi,Completed
TXN008659,2025-10-09,BR009,CUST00968,PROD055,2,"KES 1,568.58",M-Pesa,Uasin Gishu,Completed
TXN009362,2025-09-09,BR002,CUST01713,PROD043,,316.34,Bank Transfer,Nairobi,Refunded
TXN010916,26/08/2025,BR004,CUST01472,PROD025,1,56.73,Cash,Kiambu,Completed
TXN003455,02/08/2025,BR001,CUST00804,PROD056,4,1143.14,M-Pesa,Nairobi,Completed
TXN014956,2025-11-22,BR006,CUST02671,PROD027,2,KES 219.41,M-Pesa,Nakuru,Completed
TXN005180,2025-05-18,BR005,CUST01017,PROD115,1,165.57,Card,Kiambu,Refund
TXN014468,07/04/2026,BR008,CUST01415,PROD106,2,301.61,Card,Kisumu,Completed
TXN002002,2026-02-24,BR007,CUST02086,PROD099,,350.04,M-Pesa,Mombasa,Completed
TXN019702,2025-10-01,BR008,CUST01857,PROD090,1,51.2,M-Pesa,Kisumu,Completed
TXN010704,23/05/2026,BR004,CUST02735,PROD027,1,214.54,M-Pesa,Kiambu,Completed
TXN005258,2025-11-22,BR001,CUST02360,PROD108,2,164.0,M-Pesa,Kiambu County,Completed
TXN002120,2025-06-26,BR005,,PROD027,5,226.69,M-Pesa,Kiambu,Completed
TXN001897,2026-08-14,BR005,CUST01888,PROD057,1,59.25,M-Pesa,Kiambu,COMPLETED
TXN015748,2026-01-01,BR008,CUST01046,PROD108,1,KES 163.72,Cash,Kisumu,Completed
TXN009222,2025-09-18,BR010,CUST01852,PROD098,2,153.4,Cash,Machakos,Completed
TXN010805,2025-10-15,BR002,CUST00653,PROD089,3,88.29,Card,Nairobi,cancelled 
TXN002707,2025-04-20,BR006,CUST02016,PROD091,2,261.37,Cash,Nakuru,Completed
TXN002184,2025-01-05,BR011,CUST02167,PROD009,5,313.35,Bank Transfer,Kajiado,Refund
TXN008390,2025-09-26,BR004,CUST00107,PROD042,3,238.03,M-Pesa,Nbi,Cancelled
TXN003918,2025-11-22,BR009,CUST00379,PROD032,,2233.0,Cash,Uasin Gishu,Completed
TXN007786,2025-05-11,BR004,CUST02235,PROD089,,88.91,M-Pesa,Kiambu,Completed
TXN018067,2026-04-05,BR012,CUST02755,PROD105,,335.16,Cash,Kakamega,Completed
TXN014792,2025-07-13,BR002,CUST00375,PROD025,1,53.5,M-Pesa,Nairobi,Completed
TXN001784,2025-06-18,BR007,CUST01462,PROD030,1,97.85,M-Pesa,Mombasa,Cancelled
TXN006397,2025-02-25,BR007,CUST00669,PROD115,1,174.83,Card,Mombasa,Completed
TXN014361,2026-03-05,BR003,CUST02876,PROD020,,236.7,Card,Nairobi,Completed
TXN015937,2025-10-31,BR008,CUST01941,PROD087,1,2331.91,M-Pesa,Kisumu,Completed
TXN006238,2026-06-20,BR005,CUST02679,PROD119,5,"KES 2,468.72",M-Pesa,Kiambu,Completed
TXN011627,2025-09-15,BR004,CUST00324,PROD031,2,663.28,Bank Transfer,Kiambu,Completed
TXN014091,2025-10-13,BR010,,PROD056,1,1142.67,M-Pesa,Machakos,Completed
TXN000152,22/01/2025,BR008,CUST01029,PROD091,6,263.86,Bank Transfer,Kisumu,Completed
TXN015153,2025-09-13,BR003,CUST01304,PROD089,2,KES 91.26,M-Pesa,Nairobi,Completed
TXN005036,25/08/2026,BR007,CUST00477,PROD017,2,654.66,M-Pesa,Mombasa,Completed
TXN016579,2025-10-04,BR008,CUST01595,PROD035,,390.81,Card,Kisumu,Completed
TXN006326,2025-05-30,BR009,CUST00983,PROD105,1,KES 327.90,Card,Uasin Gishu,Completed
TXN015785,2026-07-05,BR005,,PROD074,2,301.06,M-Pesa,Kiambu,Completed
TXN006863,2025-11-26,BR011,CUST02124,PROD086,,253.91,Card,Kajiado,Completed
TXN009262,2025-03-02,BR006,,PROD074,1,295.44,M-Pesa,Nakuru,Completed
TXN013431,2025-02-19,BR009,CUST01557,PROD051,5,222.96,M-Pesa,Kiambu County,Completed
TXN013106,12/01/2026,BR001,CUST01610,PROD105,1,341.08,M-Pesa,Nairobi,Completed
TXN015271,2026-02-16,BR007,CUST02975,PROD073,2,313.69,Cash,Mombasa,Completed
TXN000702,2025-08-21,BR008,CUST00894,PROD043,1,310.81,Cash,Kisumu,Completed
TXN016194,2025-06-01,BR003,,PROD042,2,239.98,M-Pesa,Nairobi,Completed
TXN010388,2025-09-12,BR001,CUST02880,PROD081,,933.4,Bank Transfer,Nairobi,Completed
TXN009456,2026-07-17,BR002,CUST00993,PROD083,,155.66,M-Pesa,Nairobi,Completed
TXN017011,2025-07-29,BR012,CUST00654,PROD015,3,1132.47,M-Pesa,Kakamega,complete
TXN013399,2025-11-08,BR009,CUST00799,PROD011,,504.52,M-Pesa,Uasin Gishu,Completed
TXN014983,2025-11-08,BR003,CUST01214,PROD058,1,82.66,Bank Transfer,Nairobi,Completed
TXN002270,2026-06-20,BR012,CUST02717,PROD083,1,157.89,Cash,Kakamega,Completed
TXN011893,07/05/2026,BR002,CUST02807,PROD067,3,192.67,M-Pesa,Nairobi,Completed
TXN010017,23/03/2026,BR006,CUST02568,PROD119,2,2621.65,Card,Nakuru,Completed
TXN004237,2025-06-10,BR005,CUST00699,PROD006,,531.41,Cash,Kiambu,Cancelled
TXN007256,2025-11-12,BR003,CUST01565,PROD046,1,101.17,Card,Kiambu County,Completed
TXN016867,2025-05-29,BR011,CUST00213,PROD019,1,KES 227.09,M-Pesa,Kajiado,Completed
TXN008825,2026-08-25,BR002,CUST01725,PROD103,,576.2,Cash,Nairobi,Completed
TXN012436,2025-05-17,BR002,CUST01515,PROD117,4,2538.14,Bank Transfer,Nairobi,Completed
TXN010992,2025-04-18,BR009,,PROD099,1,350.53,Card,Uasin Gishu,Completed
TXN013219,2026-05-08,BR003,CUST01355,PROD080,,957.38,M-Pesa,Nairobi,Completed
TXN018124,2025-11-15,BR004,CUST02160,PROD042,5,238.43,M-Pesa,NAIROBI ,Completed
TXN002578,2025-04-11,BR001,CUST02199,PROD042,4,239.5,M-Pesa,Nairobi ,Completed
TXN019025,27/01/2026,BR006,CUST00136,PROD099,1,333.2,Card,Nakuru,Completed
TXN013029,2025-08-24,BR005,CUST00777,PROD043,2,315.11,Card,Kiambu,Completed
TXN011981,2026-06-17,BR001,CUST00450,PROD058,2,85.63,M-Pesa,NAIROBI ,Completed
TXN014920,22/09/2025,BR001,CUST00463,PROD101,4,2878.4,M-Pesa,Nairobi,Cancelled
TXN015439,2026-01-04,BR004,CUST01430,PROD030,10,94.82,M-Pesa,Kiambu,cancelled 
TXN006097,04/12/2025,BR006,CUST00351,PROD048,2,745.89,Cash,Nakuru,Completed
TXN017611,2026-02-17,BR001,CUST02107,PROD072,6,KES 623.87,M-Pesa,Nairobi,Completed
TXN009147,2025-01-12,BR007,CUST00365,PROD067,2,186.39,M-Pesa,Mombasa,COMPLETED
TXN008125,2025-11-06,BR009,CUST01266,PROD040,,391.9,M-Pesa,Uasin Gishu,Completed
TXN004025,2025-09-29,BR003,CUST02526,PROD075,,327.79,Cash,Nairobi,Completed
TXN008954,2026-01-04,BR002,,PROD111,2,600.68,Card,Nairobi,Completed
TXN013959,2025-01-26,BR004,CUST01192,PROD074,,311.39,M-Pesa,Kiambu,Completed
TXN016328,2026-03-24,BR007,CUST02818,PROD073,1,311.48,M-Pesa,Kiambu County,Completed
TXN011554,2025-06-06,BR010,CUST00013,PROD019,2,235.87,Card,Machakos ,Completed
TXN009882,2025-12-29,BR008,,PROD051,6,222.14,M-Pesa,Kisumu,Completed
TXN018355,2025-08-22,BR005,,PROD057,5,61.99,Cash,Kiambu,Completed
TXN016564,2025-09-01,BR008,,PROD049,3,554.72,Card,Kisumu,Completed
TXN019826,2025-05-17,BR004,,PROD035,3,413.66,Card,Kiambu,Completed
TXN019810,22/07/2025,BR004,CUST01595,PROD037,3,4101.66,M-Pesa,Kiambu,Completed
TXN004073,2025-08-26,BR002,CUST01344,PROD067,1,191.36,Cash,Nairobi,COMPLETED
TXN010449,2025-11-24,BR009,CUST01973,PROD001,1,205.38,Card,Uasin Gishu,Refund
TXN010809,09/03/2025,BR009,CUST00831,PROD041,2,292.92,Card,Uasin Gishu,Completed
TXN015639,2025-12-25,BR002,CUST01414,PROD100,,614.34,Cash,Nairobi,Completed
TXN006371,2025-08-05,BR001,CUST00018,PROD083,,161.1,M-Pesa,Nairobi,Completed
