Transaction_ID,Transaction_Date,Transaction_Time,Branch_ID,Customer_ID,Product_ID,Quantity,Unit_Price_KES,Discount_Percent,VAT_Percent,Payment_Method,Mpesa_Reference,Sales_Channel,Salesperson_ID,Delivery_Fee_KES,Order_Status,Gross_Sales_KES,Discount_Amount_KES,Net_Sales_KES,VAT_Amount_KES,Final_Revenue_KES
TXN003076,2026-02-23,10:25:25,BR001,CUST01879,PROD073,4,301.66,0.1,0.16,M-Pesa,1EYX3L4K1D,Physical Store,EMP001,0,Completed,1206.64,120.66,1085.98,173.76,1259.74
TXN003077,2026-06-27,17:40:22,BR006,CUST02075,PROD090,1,49.78,0.05,0.16,M-Pesa,7MDMHYEEK0,Online,EMP054,250,Completed,49.78,2.49,47.29,7.57,304.86
TXN003078,2025-08-12,17:17:42,BR002,CUST02448,PROD088,2,1261.48,0,0.16,Card,,Physical Store,EMP014,0,Completed,2522.96,0.0,2522.96,403.67,2926.63
TXN003079,2025-09-29,11:51:55,BR003,CUST02595,PROD032,5,2215.96,0.1,0.16,M-Pesa,87WXHPUOBW,Physical Store,EMP003,0,Completed,11079.8,1107.98,9971.82,1595.49,11567.31
TXN003080,2025-04-18,09:08:18,BR011,CUST01457,PROD028,1,405.24,0.1,0.16,M-Pesa,XMKXLIL793,Physical Store,EMP047,0,Completed,405.24,40.52,364.72,58.36,423.08
TXN003081,2026-05-19,10:49:16,BR011,CUST00804,PROD074,4,299.21,0,0.16,M-Pesa,1LAZYARETR,Online,EMP035,250,Completed,1196.84,0.0,1196.84,191.49,1638.33
TXN003082,2025-05-10,11:05:01,BR006,CUST02382,PROD095,6,280.87,0,0.16,M-Pesa,48MI0QU7H9,Physical Store,EMP018,0,Completed,1685.22,0.0,1685.22,269.64,1954.86
TXN003083,2026-08-07,11:46:15,BR001,CUST00669,PROD024,1,848.12,0.1,0.16,M-Pesa,ATOANENMWU,Physical Store,EMP037,0,Completed,848.12,84.81,763.31,122.13,885.44
TXN003084,2026-03-07,12:11:05,BR008,CUST00306,PROD115,2,165.26,0.15,0.16,Cash,,Physical Store,EMP056,0,Completed,330.52,49.58,280.94,44.95,325.89
TXN003085,2025-11-05,18:11:20,BR002,CUST01421,PROD042,2,242.69,0,0.16,Card,,Physical Store,EMP050,0,Completed,485.38,0.0,485.38,77.66,563.04
TXN003086,2026-05-11,18:10:04,BR012,CUST01538,PROD007,1,925.65,0,0.16,Card,,Physical Store,EMP048,0,Completed,925.65,0.0,925.65,148.1,1073.75
TXN003087,2026-01-07,08:35:40,BR006,CUST01758,PROD074,1,295.62,0.15,0.16,Cash,,Physical Store,EMP054,0,Completed,295.62,44.34,251.28,40.2,291.48
TXN003088,2026-05-29,20:10:19,BR003,CUST02959,PROD069,1,3695.65,0,0.16,M-Pesa,8PCZMZQUA7,Physical Store,EMP051,0,Completed,3695.65,0.0,3695.65,591.3,4286.95
TXN003089,2025-01-20,16:22:45,BR003,CUST01017,PROD081,3,874.05,0.05,0.16,M-Pesa,60GMRGS5ZY,Online,EMP027,250,Completed,2622.15,131.11,2491.04,398.57,3139.61
TXN003090,2026-06-25,20:41:19,BR006,CUST00492,PROD104,3,889.1,0.05,0.16,M-Pesa,4Z0G9HVTVE,Physical Store,EMP018,0,Completed,2667.3,133.37,2533.93,405.43,2939.36
TXN003091,2026-05-28,19:43:37,BR008,CUST01901,PROD084,1,102.56,0,0.16,Cash,,Physical Store,EMP032,0,Completed,102.56,0.0,102.56,16.41,118.97
TXN003092,2026-04-03,10:10:52,BR009,CUST00142,PROD049,2,559.78,0.15,0.16,Card,,Physical Store,EMP033,0,Refunded,1119.56,167.93,951.63,152.26,-1103.89
TXN003093,2026-07-03,18:13:04,BR002,CUST02536,PROD087,1,2346.64,0,0.16,M-Pesa,E5D54OHGU6,Physical Store,EMP002,0,Completed,2346.64,0.0,2346.64,375.46,2722.1
TXN003094,2026-07-11,20:11:44,BR003,CUST01999,PROD103,1,567.88,0.05,0.16,M-Pesa,11IGWC4HF7,Physical Store,EMP027,0,Cancelled,567.88,28.39,539.49,86.32,0
TXN003095,2026-03-09,18:51:33,BR012,CUST00217,PROD090,1,50.32,0.05,0.16,M-Pesa,X4YIMAW6QI,Physical Store,EMP048,0,Completed,50.32,2.52,47.8,7.65,55.45
TXN003096,2026-03-16,19:42:09,BR010,CUST00359,PROD092,2,290.31,0,0.16,Cash,,Physical Store,EMP010,0,Refunded,580.62,0.0,580.62,92.9,-673.52
TXN003097,2025-10-19,09:52:38,BR003,CUST02473,PROD118,5,287.59,0,0.16,Bank Transfer,,Online,EMP015,150,Completed,1437.95,0.0,1437.95,230.07,1818.02
TXN003098,2026-02-15,12:21:48,BR002,CUST01739,PROD026,2,91.63,0,0.16,M-Pesa,EZ6XP6ZAT8,Physical Store,EMP026,0,Completed,183.26,0.0,183.26,29.32,212.58
TXN003099,2026-05-25,18:42:25,BR002,CUST00182,PROD078,1,124.1,0,0.16,M-Pesa,UNPI5THG0B,WhatsApp Order,EMP002,350,Completed,124.1,0.0,124.1,19.86,493.96
TXN003100,2025-10-31,18:52:37,BR008,CUST01182,PROD085,10,2140.69,0,0.16,M-Pesa,FWJA3QRIQU,Physical Store,EMP008,0,Completed,21406.9,0.0,21406.9,3425.1,24832.0
TXN003101,2025-08-17,12:10:58,BR010,CUST02192,PROD057,3,60.19,0,0.16,Cash,,Physical Store,EMP022,0,Completed,180.57,0.0,180.57,28.89,209.46
TXN003102,2026-03-26,15:45:20,BR003,CUST02010,PROD083,1,157.39,0,0.16,M-Pesa,WHAHCJMQR3,Online,EMP051,400,Completed,157.39,0.0,157.39,25.18,582.57
TXN003103,2026-07-05,17:04:47,BR002,CUST00502,PROD103,1,567.14,0.05,0.16,M-Pesa,HQWHF96IJB,Online,EMP002,250,Completed,567.14,28.36,538.78,86.2,874.98
TXN003104,2025-10-23,13:51:08,BR006,CUST02546,PROD113,1,732.72,0,0.16,M-Pesa,A7FGN5Q2IS,Online,EMP006,150,Completed,732.72,0.0,732.72,117.24,999.96
TXN003105,2026-07-12,20:19:11,BR006,CUST02263,PROD085,2,2042.43,0,0.16,M-Pesa,314PS07XGV,Physical Store,EMP054,0,Completed,4084.86,0.0,4084.86,653.58,4738.44
TXN003106,2025-12-19,16:43:56,BR004,CUST02033,PROD087,4,2287.68,0,0.16,M-Pesa,0TPM8XGO96,Physical Store,EMP052,0,Completed,9150.72,0.0,9150.72,1464.12,10614.84
TXN003107,2025-02-21,20:35:17,BR005,CUST02238,PROD034,5,135.43,0,0.16,M-Pesa,MWDI5YKXOJ,WhatsApp Order,EMP029,200,Completed,677.15,0.0,677.15,108.34,985.49
TXN003108,2025-09-14,08:02:15,BR008,CUST00414,PROD042,1,240.13,0.1,0.16,Cash,,Physical Store,EMP032,0,Refunded,240.13,24.01,216.12,34.58,-250.7
TXN003109,2025-03-25,20:19:10,BR010,CUST00808,PROD100,3,603.07,0,0.16,M-Pesa,RBWZ32G6UW,Physical Store,EMP046,0,Completed,1809.21,0.0,1809.21,289.47,2098.68
TXN003110,2025-03-27,16:26:26,BR007,CUST01692,PROD023,1,1456.13,0.05,0.16,Bank Transfer,,Physical Store,EMP031,0,Cancelled,1456.13,72.81,1383.32,221.33,0
TXN003111,2025-12-04,10:24:03,BR006,CUST01454,PROD058,1,86.16,0.15,0.16,M-Pesa,UCDPKGVGZF,Online,EMP054,200,Completed,86.16,12.92,73.24,11.72,284.96
TXN003112,2026-04-24,08:02:10,BR010,CUST00887,PROD026,3,88.96,0.15,0.16,M-Pesa,IUR2616IGU,Online,EMP010,150,Completed,266.88,40.03,226.85,36.3,413.15
TXN003113,2025-09-05,13:20:28,BR012,CUST01692,PROD093,4,922.55,0.05,0.16,M-Pesa,AH347T0045,Physical Store,EMP024,0,Completed,3690.2,184.51,3505.69,560.91,4066.6
TXN003114,2026-03-26,10:48:00,BR004,CUST00452,PROD061,10,2179.58,0,0.16,Card,,Physical Store,EMP040,0,Completed,21795.8,0.0,21795.8,3487.33,25283.13
TXN003115,2025-05-08,11:07:48,BR011,CUST01299,PROD031,3,704.14,0.05,0.16,M-Pesa,GWRKG4NOXD,Physical Store,EMP023,0,Completed,2112.42,105.62,2006.8,321.09,2327.89
TXN003116,2025-11-12,16:59:33,BR004,CUST02005,PROD004,3,564.87,0.05,0.16,Card,,Physical Store,EMP016,0,Completed,1694.61,84.73,1609.88,257.58,1867.46
TXN003117,2026-07-17,11:12:06,BR003,CUST01810,PROD072,1,624.85,0,0.16,M-Pesa,N4YG71C5IF,Physical Store,EMP027,0,Completed,624.85,0.0,624.85,99.98,724.83
TXN003118,2025-11-11,09:37:32,BR002,CUST02994,PROD004,4,588.19,0,0.16,M-Pesa,7D3KN7LL8Y,WhatsApp Order,EMP038,300,Completed,2352.76,0.0,2352.76,376.44,3029.2
TXN003119,2025-01-04,19:30:22,BR001,CUST00246,PROD039,1,828.71,0.05,0.16,M-Pesa,VJVKDQI0NH,WhatsApp Order,EMP013,300,Completed,828.71,41.44,787.27,125.96,1213.23
TXN003120,2025-09-22,15:34:00,BR009,CUST01823,PROD105,4,326.54,0,0.16,M-Pesa,EEQXG08936,Online,EMP021,250,Completed,1306.16,0.0,1306.16,208.99,1765.15
TXN003121,2026-08-04,17:12:18,BR001,CUST00405,PROD015,2,1125.56,0.05,0.16,M-Pesa,64DBL0ODTV,Physical Store,EMP001,0,Completed,2251.12,112.56,2138.56,342.17,2480.73
TXN003122,2025-05-26,08:31:22,BR012,CUST00698,PROD079,10,1125.39,0.05,0.16,M-Pesa,Y8GI6T40UB,Online,EMP048,250,Completed,11253.9,562.7,10691.2,1710.59,12651.79
TXN003123,2025-07-02,11:34:33,BR012,CUST01683,PROD039,2,840.6,0.15,0.16,M-Pesa,EH0RN5QKR2,Physical Store,EMP048,0,Completed,1681.2,252.18,1429.02,228.64,1657.66
TXN003124,2025-08-23,12:01:06,BR008,CUST01249,PROD001,1,207.38,0.05,0.16,Card,,Physical Store,EMP032,0,Completed,207.38,10.37,197.01,31.52,228.53
TXN003125,2026-06-05,14:26:56,BR002,CUST01306,PROD010,1,311.7,0.05,0.16,M-Pesa,RRGLFLJEEY,Physical Store,EMP026,0,Completed,311.7,15.59,296.11,47.38,343.49
TXN003126,2025-10-07,15:34:31,BR010,CUST01977,PROD050,3,140.84,0.05,0.16,Bank Transfer,,Physical Store,EMP058,0,Completed,422.52,21.13,401.39,64.22,465.61
TXN003127,2025-03-24,09:01:48,BR009,CUST00327,PROD074,3,305.77,0.15,0.16,M-Pesa,Q1RWS5Z0WZ,Physical Store,EMP045,0,Completed,917.31,137.6,779.71,124.75,904.46
TXN003128,2025-06-20,11:33:49,BR009,CUST02559,PROD105,1,331.67,0,0.16,M-Pesa,19MJUTODB2,Physical Store,EMP057,0,Completed,331.67,0.0,331.67,53.07,384.74
TXN003129,2025-07-04,11:38:33,BR003,CUST00699,PROD106,1,307.94,0.05,0.16,M-Pesa,6N7HQZS38B,WhatsApp Order,EMP003,350,Completed,307.94,15.4,292.54,46.81,689.35
TXN003130,2026-02-14,19:25:14,BR003,CUST01042,PROD019,3,235.51,0.15,0.16,M-Pesa,OSIQ7JITXP,WhatsApp Order,EMP003,400,Completed,706.53,105.98,600.55,96.09,1096.64
TXN003131,2026-06-01,16:57:35,BR005,CUST01851,PROD035,1,398.98,0.15,0.16,M-Pesa,73KDP01567,Online,EMP053,0,Refunded,398.98,59.85,339.13,54.26,-393.39
TXN003132,2025-10-01,13:39:37,BR012,CUST02246,PROD097,3,123.03,0.15,0.16,M-Pesa,AFER448WI0,WhatsApp Order,EMP012,200,Completed,369.09,55.36,313.73,50.2,563.93
TXN003133,2026-04-21,17:12:07,BR001,CUST02609,PROD079,1,1124.82,0.1,0.16,M-Pesa,NQWABRKUUL,Physical Store,EMP025,0,Completed,1124.82,112.48,1012.34,161.97,1174.31
TXN003134,2025-11-14,12:01:01,BR010,CUST01091,PROD115,5,172.8,0.15,0.16,Bank Transfer,,Physical Store,EMP010,0,Completed,864.0,129.6,734.4,117.5,851.9
TXN003135,2025-07-26,17:48:08,BR004,CUST01776,PROD015,6,1179.73,0,0.16,M-Pesa,OH15BK1CHM,Physical Store,EMP016,0,Completed,7078.38,0.0,7078.38,1132.54,8210.92
TXN003136,2026-05-31,08:12:04,BR007,CUST01423,PROD057,3,59.23,0,0.16,M-Pesa,A8DVOC76TU,Physical Store,EMP007,0,Completed,177.69,0.0,177.69,28.43,206.12
TXN003137,2025-03-09,18:16:04,BR011,CUST00381,PROD033,6,165.02,0,0.16,M-Pesa,TE774POJO0,Physical Store,EMP011,0,Completed,990.12,0.0,990.12,158.42,1148.54
TXN003138,2025-01-10,08:24:51,BR005,CUST02425,PROD087,2,2380.2,0.15,0.16,M-Pesa,6HU6GXN171,Online,EMP017,400,Completed,4760.4,714.06,4046.34,647.41,5093.75
TXN003139,2025-02-25,11:05:39,BR007,CUST01147,PROD014,1,112.57,0.1,0.16,Bank Transfer,,Physical Store,EMP055,0,Completed,112.57,11.26,101.31,16.21,117.52
TXN003140,2025-07-10,20:43:05,BR012,CUST00146,PROD107,1,473.44,0.1,0.16,Cash,,Physical Store,EMP060,0,Completed,473.44,47.34,426.1,68.18,494.28
TXN003141,2026-02-12,10:18:04,BR001,CUST02566,PROD119,1,2645.8,0,0.16,Card,,Physical Store,EMP013,0,Completed,2645.8,0.0,2645.8,423.33,3069.13
TXN003142,2026-03-09,12:13:04,BR010,CUST01374,PROD025,2,55.19,0.05,0.16,Card,,Physical Store,EMP010,0,Completed,110.38,5.52,104.86,16.78,121.64
TXN003143,2025-09-02,08:41:45,BR006,CUST01286,PROD098,3,146.41,0,0.16,Card,,Physical Store,EMP030,0,Completed,439.23,0.0,439.23,70.28,509.51
TXN003144,2026-03-16,19:09:31,BR007,CUST01344,PROD050,8,139.37,0,0.16,Card,,WhatsApp Order,EMP007,300,Completed,1114.96,0.0,1114.96,178.39,1593.35
TXN003145,2025-05-28,12:30:56,BR009,CUST02633,PROD037,1,4287.74,0,0.16,M-Pesa,PL87S0FGDS,Physical Store,EMP009,0,Completed,4287.74,0.0,4287.74,686.04,4973.78
TXN003146,2025-03-15,17:22:58,BR011,CUST02256,PROD114,2,215.09,0,0.16,M-Pesa,4QLD6GKMHM,Physical Store,EMP035,0,Completed,430.18,0.0,430.18,68.83,499.01
TXN003147,2025-01-03,19:04:06,BR010,CUST00950,PROD025,8,55.68,0.05,0.16,M-Pesa,TIJZ26VJBG,Physical Store,EMP010,0,Completed,445.44,22.27,423.17,67.71,490.88
TXN003148,2026-08-08,19:02:53,BR005,CUST00817,PROD051,4,223.34,0,0.16,Card,,Online,EMP005,350,Completed,893.36,0.0,893.36,142.94,1386.3
TXN003149,2025-11-26,12:18:00,BR010,CUST01651,PROD091,1,262.55,0,0.16,M-Pesa,BBCQ8CG7X5,Physical Store,EMP058,0,Completed,262.55,0.0,262.55,42.01,304.56
TXN003150,2025-02-05,11:36:59,BR001,CUST00955,PROD025,6,54.31,0.05,0.16,Bank Transfer,,Physical Store,EMP001,0,Completed,325.86,16.29,309.57,49.53,359.1
TXN003151,2025-06-18,18:40:42,BR012,CUST00645,PROD052,3,134.2,0.15,0.16,M-Pesa,7L7FY9THLU,Physical Store,EMP024,0,Completed,402.6,60.39,342.21,54.75,396.96
TXN003152,2026-02-01,11:52:31,BR012,CUST00659,PROD061,2,2155.03,0,0.16,M-Pesa,TIN5D2XO4K,Physical Store,EMP048,0,Completed,4310.06,0.0,4310.06,689.61,4999.67
TXN003153,2025-06-02,08:12:40,BR002,CUST00086,PROD076,1,306.06,0.05,0.16,Card,,Physical Store,EMP002,0,Completed,306.06,15.3,290.76,46.52,337.28
TXN003154,2025-05-07,17:31:06,BR001,CUST00176,PROD082,1,224.68,0,0.16,Cash,,Online,EMP013,0,Cancelled,224.68,0.0,224.68,35.95,0
TXN003155,2025-03-24,11:28:18,BR010,CUST02243,PROD018,2,245.6,0,0.16,M-Pesa,BZK39CPMMB,Physical Store,EMP034,0,Cancelled,491.2,0.0,491.2,78.59,0
TXN003156,2026-04-16,15:05:40,BR006,CUST00336,PROD071,1,893.59,0,0.16,Bank Transfer,,Physical Store,EMP018,0,Completed,893.59,0.0,893.59,142.97,1036.56
TXN003157,2026-06-18,19:38:27,BR006,CUST01593,PROD056,2,1103.31,0,0.16,M-Pesa,4W4EG7XBL0,Physical Store,EMP006,0,Completed,2206.62,0.0,2206.62,353.06,2559.68
TXN003158,2025-12-02,13:04:59,BR002,CUST01881,PROD115,2,173.43,0.15,0.16,Card,,Online,EMP038,200,Completed,346.86,52.03,294.83,47.17,542.0
TXN003159,2025-12-05,13:56:23,BR005,CUST02310,PROD037,1,4206.65,0,0.16,M-Pesa,NPXOEOP03O,Physical Store,EMP053,0,Completed,4206.65,0.0,4206.65,673.06,4879.71
TXN003160,2026-01-22,10:08:16,BR005,CUST02798,PROD018,1,247.14,0,0.16,M-Pesa,EH6HNFCEHC,WhatsApp Order,EMP017,200,Completed,247.14,0.0,247.14,39.54,486.68
TXN003161,2026-04-18,08:29:31,BR002,CUST02244,PROD088,1,1251.49,0.05,0.16,M-Pesa,4LNIIH1EF0,Physical Store,EMP002,0,Completed,1251.49,62.57,1188.92,190.23,1379.15
TXN003162,2025-01-15,13:18:15,BR002,CUST01791,PROD061,6,2125.17,0.05,0.16,M-Pesa,JFJHTBP9IQ,Physical Store,EMP050,0,Completed,12751.02,637.55,12113.47,1938.16,14051.63
TXN003163,2026-03-17,15:10:41,BR002,CUST02603,PROD029,1,2110.55,0.05,0.16,M-Pesa,TL0IKY2R77,WhatsApp Order,EMP026,300,Completed,2110.55,105.53,2005.02,320.8,2625.82
TXN003164,2026-03-22,08:49:13,BR009,CUST02893,PROD070,1,493.63,0.15,0.16,Card,,Physical Store,EMP033,0,Completed,493.63,74.04,419.59,67.13,486.72
TXN003165,2025-07-11,10:53:52,BR004,CUST01981,PROD097,2,123.63,0.05,0.16,Card,,Online,EMP016,200,Completed,247.26,12.36,234.9,37.58,472.48
TXN003166,2026-08-30,08:45:48,BR007,CUST00070,PROD115,1,171.68,0,0.16,M-Pesa,L0CV4FNYY6,Online,EMP019,250,Completed,171.68,0.0,171.68,27.47,449.15
TXN003167,2025-03-30,17:52:28,BR001,CUST01887,PROD042,1,247.92,0.15,0.16,Card,,Physical Store,EMP001,0,Completed,247.92,37.19,210.73,33.72,244.45
TXN003168,2025-08-29,19:41:53,BR001,CUST02212,PROD067,1,187.72,0,0.16,M-Pesa,LYH285R8TX,Physical Store,EMP049,0,Completed,187.72,0.0,187.72,30.04,217.76
TXN003169,2026-08-21,13:21:13,BR011,CUST02410,PROD075,1,328.53,0,0.16,M-Pesa,G3JTX951J3,Physical Store,EMP035,0,Completed,328.53,0.0,328.53,52.56,381.09
TXN003170,2025-02-07,19:40:06,BR002,CUST00938,PROD039,1,852.08,0.15,0.16,M-Pesa,3CC4APL7OJ,Physical Store,EMP002,0,Completed,852.08,127.81,724.27,115.88,840.15
TXN003171,2025-07-03,18:49:31,BR001,CUST01675,PROD116,1,226.79,0,0.16,Cash,,Physical Store,EMP013,0,Completed,226.79,0.0,226.79,36.29,263.08
TXN003172,2026-03-30,20:22:56,BR001,CUST01631,PROD065,1,149.05,0,0.16,M-Pesa,CTLB9VU8UL,Physical Store,EMP001,0,Completed,149.05,0.0,149.05,23.85,172.9
TXN003173,2025-12-16,19:56:23,BR008,CUST02051,PROD032,3,2193.06,0,0.16,M-Pesa,73JDYK8M7X,Physical Store,EMP044,0,Completed,6579.18,0.0,6579.18,1052.67,7631.85
TXN003174,2025-07-31,19:04:02,BR011,CUST02451,PROD113,10,714.92,0.1,0.16,Cash,,Physical Store,EMP023,0,Completed,7149.2,714.92,6434.28,1029.48,7463.76
TXN003175,2026-01-29,13:21:55,BR010,CUST01412,PROD107,4,466.18,0.15,0.16,M-Pesa,1AQHJJG2SE,Online,EMP034,250,Completed,1864.72,279.71,1585.01,253.6,2088.61
TXN003176,2025-11-16,10:15:15,BR003,CUST02942,PROD031,2,661.74,0,0.16,Bank Transfer,,Physical Store,EMP039,0,Completed,1323.48,0.0,1323.48,211.76,1535.24
TXN003177,2025-03-02,15:01:30,BR006,CUST00705,PROD050,3,141.88,0,0.16,Bank Transfer,,Physical Store,EMP054,0,Completed,425.64,0.0,425.64,68.1,493.74
TXN003178,2025-03-31,16:55:43,BR010,CUST01925,PROD068,1,566.46,0.1,0.16,M-Pesa,4C4CU1ACTS,Physical Store,EMP058,0,Completed,566.46,56.65,509.81,81.57,591.38
TXN003179,2025-06-13,15:35:34,BR012,CUST02010,PROD107,1,465.89,0.15,0.16,M-Pesa,TNLS8J0A2U,Physical Store,EMP036,0,Completed,465.89,69.88,396.01,63.36,459.37
TXN003180,2025-11-27,10:44:19,BR008,CUST01745,PROD020,1,247.41,0.05,0.16,M-Pesa,AO7OID3W99,Online,EMP032,150,Completed,247.41,12.37,235.04,37.61,422.65
TXN003181,2026-02-28,14:36:46,BR003,CUST02224,PROD001,2,216.07,0.15,0.16,M-Pesa,5Z587TOX8I,Physical Store,EMP015,0,Completed,432.14,64.82,367.32,58.77,426.09
TXN003182,2026-03-08,08:59:33,BR001,CUST01198,PROD074,1,302.15,0,0.16,Card,,Physical Store,EMP025,0,Completed,302.15,0.0,302.15,48.34,350.49
TXN003183,2026-07-07,19:32:18,BR002,CUST00712,PROD074,2,297.47,0.15,0.16,Cash,,Online,EMP026,350,Completed,594.94,89.24,505.7,80.91,936.61
TXN003184,2025-01-23,09:43:08,BR005,CUST00717,PROD013,3,2162.5,0.15,0.16,M-Pesa,ARZ45PUX5I,Online,EMP029,400,Completed,6487.5,973.12,5514.38,882.3,6796.68
TXN003185,2025-11-24,13:16:05,BR002,CUST00396,PROD097,5,126.84,0,0.16,M-Pesa,IJQNLHWBX4,Physical Store,EMP014,0,Completed,634.2,0.0,634.2,101.47,735.67
TXN003186,2026-08-21,11:16:22,BR012,CUST01980,PROD116,8,229.87,0.05,0.16,M-Pesa,ASYXPVCP17,Online,EMP060,400,Completed,1838.96,91.95,1747.01,279.52,2426.53
TXN003187,2025-10-08,15:51:48,BR002,CUST00361,PROD058,1,83.36,0.05,0.16,Cash,,Physical Store,EMP038,0,Completed,83.36,4.17,79.19,12.67,91.86
TXN003188,2025-07-29,12:50:44,BR008,CUST00527,PROD027,1,220.48,0.1,0.16,M-Pesa,88JIJSR55R,Physical Store,EMP020,0,Completed,220.48,22.05,198.43,31.75,230.18
TXN003189,2026-05-31,10:58:21,BR008,CUST00526,PROD036,2,586.62,0.1,0.16,Cash,,Online,EMP008,300,Completed,1173.24,117.32,1055.92,168.95,1524.87
TXN003190,2026-05-01,19:32:29,BR008,CUST02948,PROD097,1,123.99,0,0.16,M-Pesa,5MEATTBPUD,Online,EMP056,200,Completed,123.99,0.0,123.99,19.84,343.83
TXN003191,2025-06-30,16:59:23,BR007,CUST01785,PROD083,2,164.29,0,0.16,Cash,,Physical Store,EMP043,0,Completed,328.58,0.0,328.58,52.57,381.15
TXN003192,2026-03-18,16:30:44,BR006,CUST00896,PROD033,8,165.54,0,0.16,M-Pesa,69H561DHL2,Physical Store,EMP006,0,Completed,1324.32,0.0,1324.32,211.89,1536.21
TXN003193,2025-07-17,14:49:48,BR005,CUST01979,PROD032,1,2273.2,0.05,0.16,Cash,,Physical Store,EMP041,0,Completed,2273.2,113.66,2159.54,345.53,2505.07
TXN003194,2026-03-10,08:01:38,BR009,CUST01438,PROD035,3,394.99,0,0.16,M-Pesa,MF7MVAKMLW,Physical Store,EMP033,0,Completed,1184.97,0.0,1184.97,189.6,1374.57
TXN003195,2025-06-28,16:28:02,BR007,CUST02335,PROD051,6,216.7,0,0.16,Cash,,Online,EMP043,300,Completed,1300.2,0.0,1300.2,208.03,1808.23
TXN003196,2025-05-07,15:38:08,BR003,CUST01605,PROD074,1,304.53,0.05,0.16,M-Pesa,DVGX9FGNKU,Online,EMP015,150,Completed,304.53,15.23,289.3,46.29,485.59
TXN003197,2025-04-30,10:39:43,BR008,CUST00175,PROD018,3,247.14,0,0.16,M-Pesa,TKJ5UVCQNH,Physical Store,EMP032,0,Completed,741.42,0.0,741.42,118.63,860.05
TXN003198,2025-08-01,20:23:07,BR012,CUST01241,PROD019,1,236.08,0,0.16,Cash,,Physical Store,EMP012,0,Completed,236.08,0.0,236.08,37.77,273.85
TXN003199,2025-11-05,16:52:02,BR007,CUST02202,PROD022,1,178.48,0,0.16,Bank Transfer,,Online,EMP007,400,Completed,178.48,0.0,178.48,28.56,607.04
TXN003200,2025-11-17,15:59:30,BR001,CUST02424,PROD058,3,85.84,0,0.16,Card,,Physical Store,EMP037,0,Completed,257.52,0.0,257.52,41.2,298.72
TXN003201,2025-03-01,13:14:41,BR001,CUST00108,PROD065,5,152.14,0,0.16,M-Pesa,HMETR7MQV8,Physical Store,EMP013,0,Completed,760.7,0.0,760.7,121.71,882.41
TXN003202,2025-09-15,19:43:09,BR004,CUST01892,PROD101,1,2806.63,0,0.16,M-Pesa,1X8N8NG1EY,Online,EMP052,250,Completed,2806.63,0.0,2806.63,449.06,3505.69
TXN003203,2025-12-03,19:28:45,BR008,CUST01526,PROD081,1,888.66,0,0.16,Bank Transfer,,Physical Store,EMP008,0,Completed,888.66,0.0,888.66,142.19,1030.85
TXN003204,2026-05-19,16:18:20,BR002,CUST02336,PROD024,4,808.19,0.15,0.16,M-Pesa,96WO288LOE,WhatsApp Order,EMP002,400,Completed,3232.76,484.91,2747.85,439.66,3587.51
TXN003205,2026-07-27,18:13:03,BR004,CUST02655,PROD006,3,527.68,0,0.16,M-Pesa,PIB22V3O4G,Physical Store,EMP052,0,Completed,1583.04,0.0,1583.04,253.29,1836.33
TXN003206,2025-08-20,08:23:49,BR003,CUST02383,PROD082,5,217.72,0,0.16,Card,,Physical Store,EMP015,0,Completed,1088.6,0.0,1088.6,174.18,1262.78
TXN003207,2025-12-16,16:38:31,BR010,CUST00828,PROD077,4,2013.08,0.05,0.16,Cash,,Physical Store,EMP010,0,Cancelled,8052.32,402.62,7649.7,1223.95,0
TXN003208,2025-07-30,17:39:08,BR010,CUST00966,PROD032,3,2249.6,0.05,0.16,M-Pesa,IHELHTZ9SL,Physical Store,EMP046,0,Completed,6748.8,337.44,6411.36,1025.82,7437.18
TXN003209,2026-04-28,19:59:08,BR002,CUST02613,PROD075,1,324.53,0.05,0.16,M-Pesa,WY8H46GNC9,WhatsApp Order,EMP026,150,Completed,324.53,16.23,308.3,49.33,507.63
TXN003210,2025-04-26,09:51:47,BR002,CUST00494,PROD083,2,158.84,0,0.16,M-Pesa,HPAEC3QHZD,Physical Store,EMP050,0,Completed,317.68,0.0,317.68,50.83,368.51
TXN003211,2026-06-12,12:58:46,BR008,CUST02481,PROD054,1,227.51,0,0.16,Cash,,WhatsApp Order,EMP008,400,Completed,227.51,0.0,227.51,36.4,663.91
TXN003212,2025-02-10,13:23:29,BR006,CUST02138,PROD066,8,205.76,0.05,0.16,M-Pesa,1A218NTUKU,Online,EMP054,150,Completed,1646.08,82.3,1563.78,250.2,1963.98
TXN003213,2026-01-13,15:18:34,BR004,CUST02706,PROD113,4,722.35,0.05,0.16,Bank Transfer,,Physical Store,EMP004,0,Completed,2889.4,144.47,2744.93,439.19,3184.12
TXN003214,2025-09-24,13:44:24,BR010,CUST01640,PROD005,1,3307.24,0,0.16,M-Pesa,F0318NVH4F,Physical Store,EMP034,0,Completed,3307.24,0.0,3307.24,529.16,3836.4
TXN003215,2025-06-10,09:30:13,BR004,CUST01147,PROD113,1,716.95,0.15,0.16,Cash,,WhatsApp Order,EMP040,150,Completed,716.95,107.54,609.41,97.51,856.92
