Expense_ID,Date,Branch_ID,Expense_Category,Amount_KES,Payment_Status
EXP000452,2025-05-03,BR009,Transport,22325.39,Pending
EXP000453,2025-05-13,BR009,Marketing,83585.05,Paid
EXP000454,2025-05-02,BR009,Security,44850.18,Pending
EXP000455,2025-05-24,BR009,Maintenance,46642.12,Pending
EXP000456,2025-05-25,BR009,Staff Welfare,21207.88,Paid
EXP000457,2025-05-15,BR010,Rent,152795.75,Paid
EXP000458,2025-05-11,BR010,Electricity,73539.14,Paid
EXP000459,2025-05-05,BR010,Internet,21563.1,Paid
EXP000460,2025-05-23,BR010,Transport,58729.9,Paid
EXP000461,2025-05-12,BR010,Marketing,41521.27,Pending
EXP000462,2025-05-13,BR010,Security,26410.52,Pending
EXP000463,2025-05-03,BR010,Maintenance,20812.83,Paid
EXP000464,2025-05-21,BR010,Staff Welfare,17827.89,Paid
EXP000465,2025-05-18,BR011,Rent,189274.91,Paid
EXP000466,2025-05-01,BR011,Electricity,41293.52,Paid
EXP000467,2025-05-26,BR011,Internet,27754.64,Pending
EXP000468,2025-05-05,BR011,Transport,26479.16,Paid
EXP000469,2025-05-16,BR011,Marketing,69491.76,Paid
EXP000470,2025-05-10,BR011,Security,22999.3,Paid
EXP000471,2025-05-09,BR011,Maintenance,48290.88,Pending
EXP000472,2025-05-25,BR011,Staff Welfare,10060.44,Paid
EXP000473,2025-05-02,BR012,Rent,147809.89,Pending
EXP000474,2025-05-20,BR012,Electricity,47699.49,Pending
EXP000475,2025-05-17,BR012,Internet,21448.1,Pending
EXP000476,2025-05-12,BR012,Transport,62042.16,Paid
EXP000477,2025-05-10,BR012,Marketing,66824.92,Paid
EXP000478,2025-05-24,BR012,Security,25448.76,Paid
EXP000479,2025-05-10,BR012,Maintenance,41541.01,Paid
EXP000480,2025-05-21,BR012,Staff Welfare,9009.02,Paid
EXP000481,2025-06-18,BR001,Rent,412896.67,Paid
EXP000482,2025-06-22,BR001,Electricity,76942.95,Paid
EXP000483,2025-06-20,BR001,Internet,14997.83,Paid
EXP000484,2025-06-14,BR001,Transport,43059.75,Paid
EXP000485,2025-06-06,BR001,Marketing,32352.86,Paid
EXP000486,2025-06-12,BR001,Security,39742.09,Paid
EXP000487,2025-06-25,BR001,Maintenance,44807.89,Paid
EXP000488,2025-06-17,BR001,Staff Welfare,8190.06,Paid
EXP000489,2025-06-24,BR002,Rent,380919.18,Paid
EXP000490,2025-06-25,BR002,Electricity,79236.46,Paid
EXP000491,2025-06-04,BR002,Internet,27418.63,Pending
EXP000492,2025-06-10,BR002,Transport,32738.71,Paid
EXP000493,2025-06-18,BR002,Marketing,67697.91,Paid
EXP000494,2025-06-02,BR002,Security,27486.78,Paid
EXP000495,2025-06-25,BR002,Maintenance,20400.99,Paid
EXP000496,2025-06-03,BR002,Staff Welfare,34480.51,Paid
EXP000497,2025-06-12,BR003,Rent,229923.36,Paid
EXP000498,2025-06-19,BR003,Electricity,38000.42,Paid
EXP000499,2025-06-18,BR003,Internet,14646.17,Pending
EXP000500,2025-06-05,BR003,Transport,69779.88,Paid
EXP000501,2025-06-20,BR003,Marketing,25060.69,Paid
EXP000502,2025-06-19,BR003,Security,30639.28,Pending
EXP000503,2025-06-23,BR003,Maintenance,9357.73,Pending
EXP000504,2025-06-12,BR003,Staff Welfare,8391.5,Paid
EXP000505,2025-06-16,BR004,Rent,181333.86,Paid
EXP000506,2025-06-05,BR004,Electricity,31782.92,Pending
EXP000507,2025-06-02,BR004,Internet,29440.62,Paid
EXP000508,2025-06-02,BR004,Transport,18926.57,Paid
EXP000509,2025-06-01,BR004,Marketing,75527.23,Paid
EXP000510,2025-06-11,BR004,Security,26908.33,Paid
EXP000511,2025-06-08,BR004,Maintenance,39342.53,Paid
EXP000512,2025-06-13,BR004,Staff Welfare,26008.93,Paid
EXP000513,2025-06-22,BR005,Rent,207491.58,Paid
EXP000514,2025-06-05,BR005,Electricity,63498.92,Paid
EXP000515,2025-06-21,BR005,Internet,24257.09,Paid
EXP000516,2025-06-05,BR005,Transport,33244.38,Paid
EXP000517,2025-06-06,BR005,Marketing,30287.62,Paid
EXP000518,2025-06-05,BR005,Security,27620.51,Paid
EXP000519,2025-06-25,BR005,Maintenance,48477.7,Paid
EXP000520,2025-06-09,BR005,Staff Welfare,6167.47,Paid
EXP000521,2025-06-13,BR006,Rent,261489.39,Paid
EXP000522,2025-06-07,BR006,Electricity,52558.58,Paid
EXP000523,2025-06-02,BR006,Internet,13869.06,Paid
EXP000524,2025-06-20,BR006,Transport,63171.92,Paid
EXP000525,2025-06-13,BR006,Marketing,50816.44,Paid
EXP000526,2025-06-24,BR006,Security,29201.07,Paid
EXP000527,2025-06-23,BR006,Maintenance,31031.81,Paid
EXP000528,2025-06-13,BR006,Staff Welfare,8833.36,Paid
EXP000529,2025-06-21,BR007,Rent,277384.31,Paid
EXP000530,2025-06-16,BR007,Electricity,47527.51,Paid
EXP000531,2025-06-16,BR007,Internet,17087.99,Paid
EXP000532,2025-06-24,BR007,Transport,59993.39,Pending
EXP000533,2025-06-22,BR007,Marketing,74434.0,Paid
EXP000534,2025-06-11,BR007,Security,28845.55,Paid
EXP000535,2025-06-03,BR007,Maintenance,39750.45,Paid
EXP000536,2025-06-09,BR007,Staff Welfare,14763.4,Paid
EXP000537,2025-06-22,BR008,Rent,234732.55,Paid
EXP000538,2025-06-03,BR008,Electricity,36033.59,Paid
EXP000539,2025-06-05,BR008,Internet,26303.12,Paid
EXP000540,2025-06-21,BR008,Transport,47525.77,Paid
EXP000541,2025-06-13,BR008,Marketing,65633.82,Paid
EXP000542,2025-06-26,BR008,Security,22752.61,Pending
EXP000543,2025-06-19,BR008,Maintenance,34985.28,Paid
EXP000544,2025-06-22,BR008,Staff Welfare,15630.33,Paid
EXP000545,2025-06-15,BR009,Rent,223547.15,Paid
EXP000546,2025-06-17,BR009,Electricity,67398.75,Pending
EXP000547,2025-06-22,BR009,Internet,22652.36,Paid
EXP000548,2025-06-07,BR009,Transport,32553.87,Paid
EXP000549,2025-06-06,BR009,Marketing,62210.61,Pending
EXP000550,2025-06-16,BR009,Security,42147.43,Paid
EXP000551,2025-06-21,BR009,Maintenance,37821.76,Paid
EXP000552,2025-06-21,BR009,Staff Welfare,26221.87,Paid
EXP000553,2025-06-04,BR010,Rent,156952.24,Paid
EXP000554,2025-06-22,BR010,Electricity,35737.89,Pending
EXP000555,2025-06-07,BR010,Internet,22354.81,Pending
EXP000556,2025-06-15,BR010,Transport,64370.32,Pending
EXP000557,2025-06-15,BR010,Marketing,66958.03,Paid
EXP000558,2025-06-18,BR010,Security,30765.81,Paid
EXP000559,2025-06-01,BR010,Maintenance,14496.49,Pending
EXP000560,2025-06-24,BR010,Staff Welfare,22478.86,Paid
EXP000561,2025-06-04,BR011,Rent,196504.37,Paid
EXP000562,2025-06-05,BR011,Electricity,28448.68,Paid
EXP000563,2025-06-16,BR011,Internet,12471.05,Paid
EXP000564,2025-06-01,BR011,Transport,63537.5,Paid
EXP000565,2025-06-20,BR011,Marketing,76825.42,Paid
EXP000566,2025-06-25,BR011,Security,18304.89,Paid
EXP000567,2025-06-03,BR011,Maintenance,36077.74,Paid
EXP000568,2025-06-11,BR011,Staff Welfare,20242.86,Paid
EXP000569,2025-06-23,BR012,Rent,144131.15,Paid
EXP000570,2025-06-15,BR012,Electricity,57284.28,Paid
EXP000571,2025-06-06,BR012,Internet,18818.43,Paid
EXP000572,2025-06-08,BR012,Transport,37749.4,Paid
EXP000573,2025-06-13,BR012,Marketing,47762.76,Pending
EXP000574,2025-06-25,BR012,Security,22705.12,Pending
EXP000575,2025-06-14,BR012,Maintenance,18499.22,Pending
EXP000576,2025-06-20,BR012,Staff Welfare,7611.69,Paid
EXP000577,2025-07-06,BR001,Rent,437185.39,Paid
EXP000578,2025-07-25,BR001,Electricity,73014.1,Paid
EXP000579,2025-07-05,BR001,Internet,23893.69,Paid
EXP000580,2025-07-02,BR001,Transport,61985.74,Paid
EXP000581,2025-07-03,BR001,Marketing,14336.6,Paid
EXP000582,2025-07-06,BR001,Security,29112.97,Pending
EXP000583,2025-07-11,BR001,Maintenance,6315.06,Paid
EXP000584,2025-07-22,BR001,Staff Welfare,14976.31,Paid
EXP000585,2025-07-05,BR002,Rent,395404.99,Paid
EXP000586,2025-07-13,BR002,Electricity,83137.19,Paid
EXP000587,2025-07-23,BR002,Internet,28150.74,Paid
EXP000588,2025-07-10,BR002,Transport,19014.38,Pending
EXP000589,2025-07-09,BR002,Marketing,21444.29,Paid
EXP000590,2025-07-16,BR002,Security,35209.22,Pending
EXP000591,2025-07-03,BR002,Maintenance,17484.01,Pending
EXP000592,2025-07-18,BR002,Staff Welfare,27347.96,Paid
EXP000593,2025-07-10,BR003,Rent,232056.53,Paid
EXP000594,2025-07-03,BR003,Electricity,29760.95,Paid
EXP000595,2025-07-12,BR003,Internet,18664.06,Paid
EXP000596,2025-07-15,BR003,Transport,55310.03,Pending
EXP000597,2025-07-25,BR003,Marketing,22743.48,Pending
EXP000598,2025-07-07,BR003,Security,25068.89,Paid
EXP000599,2025-07-17,BR003,Maintenance,43699.78,Paid
EXP000600,2025-07-24,BR003,Staff Welfare,11740.27,Paid
EXP000601,2025-07-09,BR004,Rent,176681.9,Pending
EXP000602,2025-07-23,BR004,Electricity,74448.83,Paid
EXP000603,2025-07-12,BR004,Internet,23028.85,Paid
EXP000604,2025-07-10,BR004,Transport,61089.84,Pending
EXP000605,2025-07-17,BR004,Marketing,22286.87,Paid
EXP000606,2025-07-05,BR004,Security,35234.19,Pending
EXP000607,2025-07-18,BR004,Maintenance,23034.03,Pending
EXP000608,2025-07-20,BR004,Staff Welfare,10711.89,Paid
EXP000609,2025-07-18,BR005,Rent,201625.46,Paid
EXP000610,2025-07-22,BR005,Electricity,73204.0,Paid
EXP000611,2025-07-20,BR005,Internet,18205.42,Paid
EXP000612,2025-07-06,BR005,Transport,25307.86,Pending
EXP000613,2025-07-11,BR005,Marketing,53968.58,Paid
EXP000614,2025-07-19,BR005,Security,25261.64,Paid
EXP000615,2025-07-05,BR005,Maintenance,35986.22,Paid
EXP000616,2025-07-05,BR005,Staff Welfare,18554.67,Paid
EXP000617,2025-07-11,BR006,Rent,259070.12,Pending
EXP000618,2025-07-23,BR006,Electricity,46924.78,Paid
EXP000619,2025-07-05,BR006,Internet,25431.03,Paid
EXP000620,2025-07-22,BR006,Transport,29799.51,Paid
EXP000621,2025-07-17,BR006,Marketing,58166.54,Pending
EXP000622,2025-07-04,BR006,Security,23105.09,Paid
EXP000623,2025-07-09,BR006,Maintenance,19562.86,Paid
EXP000624,2025-07-11,BR006,Staff Welfare,30138.66,Pending
EXP000625,2025-07-22,BR007,Rent,277002.25,Paid
EXP000626,2025-07-02,BR007,Electricity,32652.11,Paid
EXP000627,2025-07-13,BR007,Internet,27775.57,Paid
EXP000628,2025-07-11,BR007,Transport,58228.88,Paid
EXP000629,2025-07-06,BR007,Marketing,18111.08,Paid
EXP000630,2025-07-20,BR007,Security,18878.29,Paid
EXP000631,2025-07-04,BR007,Maintenance,41435.42,Paid
EXP000632,2025-07-16,BR007,Staff Welfare,31011.16,Pending
EXP000633,2025-07-17,BR008,Rent,230358.17,Pending
EXP000634,2025-07-02,BR008,Electricity,45994.97,Paid
EXP000635,2025-07-24,BR008,Internet,27009.13,Pending
EXP000636,2025-07-09,BR008,Transport,15052.91,Pending
EXP000637,2025-07-20,BR008,Marketing,70206.11,Paid
EXP000638,2025-07-17,BR008,Security,20907.12,Paid
EXP000639,2025-07-20,BR008,Maintenance,9813.93,Paid
EXP000640,2025-07-14,BR008,Staff Welfare,33227.15,Paid
EXP000641,2025-07-22,BR009,Rent,221370.05,Paid
EXP000642,2025-07-06,BR009,Electricity,40840.24,Pending
EXP000643,2025-07-19,BR009,Internet,22024.59,Pending
EXP000644,2025-07-14,BR009,Transport,61363.79,Paid
EXP000645,2025-07-20,BR009,Marketing,56384.48,Paid
EXP000646,2025-07-23,BR009,Security,28494.41,Paid
EXP000647,2025-07-18,BR009,Maintenance,17052.8,Paid
EXP000648,2025-07-18,BR009,Staff Welfare,27438.16,Pending
EXP000649,2025-07-23,BR010,Rent,154910.05,Paid
EXP000650,2025-07-02,BR010,Electricity,70373.24,Pending
EXP000651,2025-07-06,BR010,Internet,13933.74,Paid
EXP000652,2025-07-20,BR010,Transport,29290.05,Paid
EXP000653,2025-07-04,BR010,Marketing,40460.58,Paid
EXP000654,2025-07-01,BR010,Security,20465.53,Pending
EXP000655,2025-07-01,BR010,Maintenance,26440.33,Paid
EXP000656,2025-07-24,BR010,Staff Welfare,16367.27,Paid
EXP000657,2025-07-09,BR011,Rent,194154.18,Paid
EXP000658,2025-07-08,BR011,Electricity,75911.69,Paid
EXP000659,2025-07-13,BR011,Internet,19354.12,Paid
EXP000660,2025-07-05,BR011,Transport,42503.45,Paid
EXP000661,2025-07-02,BR011,Marketing,64547.07,Paid
EXP000662,2025-07-23,BR011,Security,28632.43,Paid
EXP000663,2025-07-11,BR011,Maintenance,23002.56,Paid
EXP000664,2025-07-01,BR011,Staff Welfare,8029.06,Paid
EXP000665,2025-07-18,BR012,Rent,152793.72,Paid
EXP000666,2025-07-22,BR012,Electricity,84359.11,Paid
EXP000667,2025-07-07,BR012,Internet,14151.78,Paid
EXP000668,2025-07-07,BR012,Transport,19352.65,Paid
EXP000669,2025-07-24,BR012,Marketing,18770.61,Pending
EXP000670,2025-07-01,BR012,Security,28773.96,Pending
EXP000671,2025-07-21,BR012,Maintenance,11341.16,Pending
EXP000672,2025-07-21,BR012,Staff Welfare,8513.52,Paid
EXP000673,2025-08-21,BR001,Rent,437079.44,Paid
EXP000674,2025-08-10,BR001,Electricity,67728.7,Paid
EXP000675,2025-08-10,BR001,Internet,23923.13,Paid
EXP000676,2025-08-02,BR001,Transport,69174.18,Paid
EXP000677,2025-08-09,BR001,Marketing,55756.85,Paid
EXP000678,2025-08-25,BR001,Security,40388.35,Paid
EXP000679,2025-08-22,BR001,Maintenance,46530.0,Paid
EXP000680,2025-08-16,BR001,Staff Welfare,32855.8,Pending
EXP000681,2025-08-03,BR002,Rent,370911.63,Pending
EXP000682,2025-08-21,BR002,Electricity,30945.89,Paid
EXP000683,2025-08-09,BR002,Internet,13375.26,Paid
EXP000684,2025-08-05,BR002,Transport,44285.06,Paid
EXP000685,2025-08-13,BR002,Marketing,79602.56,Pending
EXP000686,2025-08-20,BR002,Security,35654.52,Paid
EXP000687,2025-08-19,BR002,Maintenance,10300.66,Paid
EXP000688,2025-08-02,BR002,Staff Welfare,10949.16,Paid
EXP000689,2025-08-06,BR003,Rent,250328.32,Paid
EXP000690,2025-08-22,BR003,Electricity,29469.6,Paid
EXP000691,2025-08-21,BR003,Internet,26503.33,Paid
EXP000692,2025-08-08,BR003,Transport,50904.34,Paid
EXP000693,2025-08-04,BR003,Marketing,55890.63,Paid
EXP000694,2025-08-22,BR003,Security,35848.67,Paid
EXP000695,2025-08-02,BR003,Maintenance,48050.5,Pending
EXP000696,2025-08-09,BR003,Staff Welfare,19919.24,Paid
EXP000697,2025-08-11,BR004,Rent,183081.26,Paid
EXP000698,2025-08-18,BR004,Electricity,39104.23,Paid
EXP000699,2025-08-18,BR004,Internet,25881.14,Paid
EXP000700,2025-08-13,BR004,Transport,60795.22,Pending
EXP000701,2025-08-24,BR004,Marketing,42617.1,Pending
EXP000702,2025-08-24,BR004,Security,21074.66,Pending
EXP000703,2025-08-13,BR004,Maintenance,39339.74,Pending
EXP000704,2025-08-16,BR004,Staff Welfare,19622.73,Paid
EXP000705,2025-08-23,BR005,Rent,208567.48,Paid
EXP000706,2025-08-11,BR005,Electricity,31678.6,Paid
EXP000707,2025-08-14,BR005,Internet,24164.99,Paid
EXP000708,2025-08-13,BR005,Transport,33310.33,Paid
EXP000709,2025-08-19,BR005,Marketing,33557.56,Pending
EXP000710,2025-08-16,BR005,Security,41949.25,Paid
EXP000711,2025-08-07,BR005,Maintenance,29577.15,Paid
EXP000712,2025-08-04,BR005,Staff Welfare,11496.83,Pending
EXP000713,2025-08-18,BR006,Rent,246774.24,Paid
EXP000714,2025-08-09,BR006,Electricity,49346.9,Pending
EXP000715,2025-08-18,BR006,Internet,23499.48,Paid
EXP000716,2025-08-15,BR006,Transport,56230.54,Paid
EXP000717,2025-08-11,BR006,Marketing,49741.69,Pending
EXP000718,2025-08-25,BR006,Security,27085.43,Paid
EXP000719,2025-08-14,BR006,Maintenance,37581.14,Paid
EXP000720,2025-08-25,BR006,Staff Welfare,20419.23,Paid
EXP000721,2025-08-03,BR007,Rent,290100.88,Pending
EXP000722,2025-08-24,BR007,Electricity,36370.42,Paid
EXP000723,2025-08-18,BR007,Internet,12422.95,Paid
EXP000724,2025-08-16,BR007,Transport,32198.58,Paid
EXP000725,2025-08-15,BR007,Marketing,85580.42,Paid
EXP000726,2025-08-10,BR007,Security,42479.29,Paid
EXP000727,2025-08-04,BR007,Maintenance,31513.83,Paid
EXP000728,2025-08-23,BR007,Staff Welfare,5191.38,Pending
EXP000729,2025-08-21,BR008,Rent,224781.92,Paid
EXP000730,2025-08-20,BR008,Electricity,78226.6,Paid
EXP000731,2025-08-20,BR008,Internet,15829.82,Pending
EXP000732,2025-08-04,BR008,Transport,57716.61,Paid
EXP000733,2025-08-02,BR008,Marketing,40331.62,Pending
EXP000734,2025-08-23,BR008,Security,34634.7,Paid
EXP000735,2025-08-20,BR008,Maintenance,16053.18,Paid
EXP000736,2025-08-24,BR008,Staff Welfare,18730.22,Paid
EXP000737,2025-08-26,BR009,Rent,224825.49,Paid
EXP000738,2025-08-22,BR009,Electricity,60428.62,Paid
EXP000739,2025-08-07,BR009,Internet,27726.03,Paid
EXP000740,2025-08-20,BR009,Transport,47937.02,Paid
EXP000741,2025-08-16,BR009,Marketing,72273.13,Paid
EXP000742,2025-08-01,BR009,Security,40079.61,Paid
EXP000743,2025-08-10,BR009,Maintenance,25593.48,Paid
EXP000744,2025-08-07,BR009,Staff Welfare,29085.8,Paid
EXP000745,2025-08-22,BR010,Rent,155086.79,Pending
EXP000746,2025-08-17,BR010,Electricity,82270.55,Paid
EXP000747,2025-08-23,BR010,Internet,18456.33,Paid
EXP000748,2025-08-22,BR010,Transport,58018.93,Pending
EXP000749,2025-08-05,BR010,Marketing,25594.26,Paid
EXP000750,2025-08-26,BR010,Security,26424.6,Paid
EXP000751,2025-08-05,BR010,Maintenance,30373.54,Paid
EXP000752,2025-08-01,BR010,Staff Welfare,21331.03,Paid
EXP000753,2025-08-11,BR011,Rent,186226.82,Paid
EXP000754,2025-08-15,BR011,Electricity,48978.7,Paid
EXP000755,2025-08-10,BR011,Internet,26284.92,Pending
EXP000756,2025-08-22,BR011,Transport,37263.07,Pending
EXP000757,2025-08-04,BR011,Marketing,55636.93,Paid
EXP000758,2025-08-21,BR011,Security,28835.78,Paid
EXP000759,2025-08-20,BR011,Maintenance,14552.64,Paid
EXP000760,2025-08-07,BR011,Staff Welfare,19012.53,Pending
EXP000761,2025-08-12,BR012,Rent,153185.09,Paid
EXP000762,2025-08-09,BR012,Electricity,51687.62,Paid
EXP000763,2025-08-02,BR012,Internet,14823.78,Paid
EXP000764,2025-08-03,BR012,Transport,50791.14,Paid
EXP000765,2025-08-04,BR012,Marketing,47442.96,Paid
EXP000766,2025-08-09,BR012,Security,35408.88,Paid
EXP000767,2025-08-19,BR012,Maintenance,32102.37,Pending
EXP000768,2025-08-18,BR012,Staff Welfare,34834.73,Paid
EXP000769,2025-09-19,BR001,Rent,402723.3,Paid
EXP000770,2025-09-07,BR001,Electricity,53923.96,Paid
EXP000771,2025-09-22,BR001,Internet,26163.37,Pending
EXP000772,2025-09-20,BR001,Transport,37605.11,Pending
EXP000773,2025-09-19,BR001,Marketing,19590.3,Paid
EXP000774,2025-09-10,BR001,Security,38790.91,Paid
EXP000775,2025-09-08,BR001,Maintenance,47848.32,Pending
EXP000776,2025-09-21,BR001,Staff Welfare,26995.54,Pending
EXP000777,2025-09-17,BR002,Rent,408307.52,Paid
EXP000778,2025-09-23,BR002,Electricity,77661.69,Paid
EXP000779,2025-09-08,BR002,Internet,18752.83,Pending
EXP000780,2025-09-20,BR002,Transport,56166.3,Paid
EXP000781,2025-09-22,BR002,Marketing,45777.22,Pending
EXP000782,2025-09-20,BR002,Security,38806.17,Paid
EXP000783,2025-09-14,BR002,Maintenance,5012.59,Paid
EXP000784,2025-09-18,BR002,Staff Welfare,9958.94,Paid
EXP000785,2025-09-08,BR003,Rent,241831.89,Paid
EXP000786,2025-09-24,BR003,Electricity,63723.13,Paid
EXP000787,2025-09-08,BR003,Internet,13907.52,Paid
EXP000788,2025-09-22,BR003,Transport,39845.07,Paid
EXP000789,2025-09-09,BR003,Marketing,54304.81,Paid
EXP000790,2025-09-25,BR003,Security,32847.32,Paid
EXP000791,2025-09-22,BR003,Maintenance,19335.62,Pending
EXP000792,2025-09-20,BR003,Staff Welfare,19087.91,Paid
EXP000793,2025-09-25,BR004,Rent,175181.96,Paid
EXP000794,2025-09-18,BR004,Electricity,59217.31,Pending
EXP000795,2025-09-26,BR004,Internet,19488.66,Paid
EXP000796,2025-09-18,BR004,Transport,53099.69,Paid
EXP000797,2025-09-06,BR004,Marketing,62766.82,Pending
EXP000798,2025-09-01,BR004,Security,27925.79,Paid
EXP000799,2025-09-04,BR004,Maintenance,13400.18,Paid
EXP000800,2025-09-06,BR004,Staff Welfare,28122.74,Paid
EXP000801,2025-09-12,BR005,Rent,208750.37,Pending
EXP000802,2025-09-23,BR005,Electricity,64518.16,Paid
EXP000803,2025-09-05,BR005,Internet,14823.09,Paid
EXP000804,2025-09-09,BR005,Transport,24804.87,Pending
EXP000805,2025-09-12,BR005,Marketing,50388.31,Paid
EXP000806,2025-09-18,BR005,Security,27015.83,Pending
EXP000807,2025-09-25,BR005,Maintenance,8082.95,Paid
EXP000808,2025-09-21,BR005,Staff Welfare,22791.34,Paid
EXP000809,2025-09-26,BR006,Rent,241087.67,Paid
EXP000810,2025-09-26,BR006,Electricity,83234.5,Paid
EXP000811,2025-09-20,BR006,Internet,17992.37,Paid
EXP000812,2025-09-02,BR006,Transport,40677.85,Pending
EXP000813,2025-09-23,BR006,Marketing,39393.98,Paid
EXP000814,2025-09-08,BR006,Security,34423.16,Paid
EXP000815,2025-09-12,BR006,Maintenance,26367.23,Paid
EXP000816,2025-09-23,BR006,Staff Welfare,10376.69,Paid
EXP000817,2025-09-09,BR007,Rent,291185.25,Paid
EXP000818,2025-09-02,BR007,Electricity,77482.77,Paid
EXP000819,2025-09-13,BR007,Internet,22773.44,Paid
EXP000820,2025-09-04,BR007,Transport,64572.05,Paid
EXP000821,2025-09-16,BR007,Marketing,59159.17,Paid
EXP000822,2025-09-25,BR007,Security,18788.37,Paid
EXP000823,2025-09-05,BR007,Maintenance,49154.69,Paid
EXP000824,2025-09-06,BR007,Staff Welfare,28436.52,Paid
EXP000825,2025-09-17,BR008,Rent,224562.72,Paid
EXP000826,2025-09-06,BR008,Electricity,61578.46,Paid
EXP000827,2025-09-22,BR008,Internet,22636.56,Paid
EXP000828,2025-09-08,BR008,Transport,69771.74,Paid
EXP000829,2025-09-08,BR008,Marketing,85900.13,Paid
EXP000830,2025-09-13,BR008,Security,33952.97,Pending
EXP000831,2025-09-13,BR008,Maintenance,8079.97,Pending
EXP000832,2025-09-21,BR008,Staff Welfare,9483.23,Paid
EXP000833,2025-09-11,BR009,Rent,221998.82,Pending
EXP000834,2025-09-25,BR009,Electricity,57343.45,Paid
EXP000835,2025-09-08,BR009,Internet,14803.36,Pending
EXP000836,2025-09-02,BR009,Transport,55409.64,Paid
EXP000837,2025-09-23,BR009,Marketing,75062.93,Paid
EXP000838,2025-09-01,BR009,Security,28604.27,Paid
EXP000839,2025-09-11,BR009,Maintenance,8806.21,Paid
EXP000840,2025-09-07,BR009,Staff Welfare,15783.98,Paid
EXP000841,2025-09-20,BR010,Rent,152370.91,Paid
EXP000842,2025-09-17,BR010,Electricity,71893.98,Pending
EXP000843,2025-09-12,BR010,Internet,15757.03,Paid
EXP000844,2025-09-25,BR010,Transport,15029.18,Paid
EXP000845,2025-09-15,BR010,Marketing,25156.01,Pending
EXP000846,2025-09-21,BR010,Security,33035.12,Paid
EXP000847,2025-09-12,BR010,Maintenance,23979.75,Pending
EXP000848,2025-09-05,BR010,Staff Welfare,24788.41,Paid
EXP000849,2025-09-10,BR011,Rent,184222.85,Pending
EXP000850,2025-09-01,BR011,Electricity,29367.44,Paid
EXP000851,2025-09-02,BR011,Internet,18328.25,Paid
EXP000852,2025-09-02,BR011,Transport,44713.88,Paid
EXP000853,2025-09-19,BR011,Marketing,13681.32,Paid
EXP000854,2025-09-21,BR011,Security,43106.41,Paid
EXP000855,2025-09-21,BR011,Maintenance,32078.02,Pending
EXP000856,2025-09-11,BR011,Staff Welfare,17432.55,Paid
EXP000857,2025-09-24,BR012,Rent,144931.88,Paid
EXP000858,2025-09-19,BR012,Electricity,28887.62,Paid
EXP000859,2025-09-24,BR012,Internet,13359.98,Paid
EXP000860,2025-09-09,BR012,Transport,62474.92,Paid
EXP000861,2025-09-16,BR012,Marketing,15120.48,Paid
EXP000862,2025-09-26,BR012,Security,43963.33,Paid
EXP000863,2025-09-05,BR012,Maintenance,20365.8,Paid
EXP000864,2025-09-21,BR012,Staff Welfare,16214.46,Pending
EXP000865,2025-10-22,BR001,Rent,431289.82,Paid
EXP000866,2025-10-06,BR001,Electricity,44159.47,Paid
EXP000867,2025-10-13,BR001,Internet,18391.46,Paid
EXP000868,2025-10-23,BR001,Transport,54848.53,Pending
EXP000869,2025-10-09,BR001,Marketing,27286.76,Paid
EXP000870,2025-10-08,BR001,Security,22581.89,Paid
EXP000871,2025-10-22,BR001,Maintenance,36378.11,Pending
EXP000872,2025-10-19,BR001,Staff Welfare,34449.57,Paid
EXP000873,2025-10-04,BR002,Rent,373641.06,Paid
EXP000874,2025-10-05,BR002,Electricity,74567.1,Paid
EXP000875,2025-10-24,BR002,Internet,25004.99,Pending
EXP000876,2025-10-08,BR002,Transport,25462.55,Paid
EXP000877,2025-10-06,BR002,Marketing,44127.35,Paid
EXP000878,2025-10-11,BR002,Security,39143.47,Paid
EXP000879,2025-10-25,BR002,Maintenance,9808.59,Paid
EXP000880,2025-10-08,BR002,Staff Welfare,19906.53,Paid
EXP000881,2025-10-21,BR003,Rent,251371.42,Paid
EXP000882,2025-10-18,BR003,Electricity,26677.52,Paid
EXP000883,2025-10-02,BR003,Internet,28731.8,Paid
EXP000884,2025-10-26,BR003,Transport,47408.16,Paid
EXP000885,2025-10-13,BR003,Marketing,86307.41,Pending
EXP000886,2025-10-07,BR003,Security,40762.87,Paid
EXP000887,2025-10-05,BR003,Maintenance,10325.53,Pending
EXP000888,2025-10-17,BR003,Staff Welfare,20563.23,Paid
EXP000889,2025-10-15,BR004,Rent,186528.06,Paid
EXP000890,2025-10-07,BR004,Electricity,75723.58,Paid
EXP000891,2025-10-20,BR004,Internet,20986.64,Paid
EXP000892,2025-10-13,BR004,Transport,57268.87,Paid
EXP000893,2025-10-19,BR004,Marketing,74093.98,Paid
EXP000894,2025-10-16,BR004,Security,33718.99,Paid
EXP000895,2025-10-21,BR004,Maintenance,18291.84,Paid
EXP000896,2025-10-01,BR004,Staff Welfare,16054.34,Paid
EXP000897,2025-10-18,BR005,Rent,204845.63,Paid
EXP000898,2025-10-16,BR005,Electricity,36967.79,Paid
EXP000899,2025-10-25,BR005,Internet,22306.35,Paid
EXP000900,2025-10-05,BR005,Transport,66608.85,Paid
EXP000901,2025-10-20,BR005,Marketing,17988.68,Pending
EXP000902,2025-10-11,BR005,Security,32322.98,Paid
EXP000903,2025-10-06,BR005,Maintenance,24428.69,Paid
